PARKING_ZONE,ZONE_CAP,SEG_CAP,ZONE_TYPE,STALL_TYPE,ADDRESS_DESC,BLOCK_SIDE,PERMIT_ZONE,STATUS,PRICE_ZONE,ENFORCEABLE_TIME,MAX_TIME,PARKING_RESTRICT_TYPE,PARKING_RESTRICT_TIME,NO_PARKING,NO_STOPPING,line,BRZ_NAME
1045,,,Loading Zone,Parallel,"7 St SW ,  Fr 1 Av SW To 2 Av SW",E,1045,Active,6,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0783458 51.0518715, -114.0783316 51.0518962, -114.0783165 51.0520852, -114.0783188 51.0520928, -114.0783228 51.0520997))",Downtown
4745,,,Parking Zone,Parallel,"Park Road SE ,Fr MacLeod Tr SE To 1 St SE",E,4745,Active,14,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0598668 51.0369037, -114.0598701 51.0368486, -114.0598759 51.0367673, -114.0598865 51.0366253, -114.059893 51.0365274, -114.0598963 51.0364726, -114.0598974 51.0364248, -114.0598969 51.0364018, -114.059895 51.0363825, -114.059889 51.0363658, -114.0598835 51.0363533, -114.0598779 51.0363433, -114.0598679 51.0363322, -114.0598549 51.0363181))",Victoria Park
4745,,,Parking Zone,Parallel,"Park Road SE ,Fr MacLeod Tr SE To 1 St SE",S,4745,Active,14,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0590462 51.0361405, -114.0590798 51.0361416, -114.059374 51.0361507, -114.0594769 51.0361527, -114.0595561 51.0361548, -114.0596131 51.0361575, -114.0596804 51.0361619, -114.0597163 51.0361673, -114.0597551 51.0361762, -114.0597967 51.0361873, -114.0598339 51.0362023, -114.0598709 51.0362182, -114.0599044 51.0362384, -114.0599387 51.0362653, -114.0599764 51.0363088, -114.0599929 51.036332, -114.0600057 51.0363593, -114.0600078 51.0363653))",Victoria Park
2815,,,Parking Zone,Parallel,"2 Av NW ,  Fr 9A St NW To 10 St NW",S,2815,Active,18,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0853235 51.0539901, -114.0855406 51.0539904, -114.0855533 51.053991, -114.0855656 51.053993, -114.0855773 51.0539962, -114.0855917 51.0540001))",Kensington / Louise Crossing
2831,,,Parking Zone,Parallel,"Kensington Rd NW ,  Fr 12 St NW To 13 St NW",S,2831,Active,19,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0921391 51.0524585, -114.0930819 51.0524601))",
1144,,,Loading Zone,Parallel,"2 Av SW , Fr 7 St SW",S,1144,Active,6,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0787963 51.0516331, -114.0791042 51.0516417))",Downtown
1197,,,Parking Zone,Parallel,"5 St SW ,  Fr 2 Av SW To 3 Av SW",E,1197,Active,5,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0733557 51.0512938, -114.0733785 51.050975))",Downtown
3199,,,Parking Zone,Parallel,"11 Av SE ,  Fr Olympic Wy SE To 3 St SE",N,3199,Active,15,0910-1750 MON-FRI,240,none,none,,,"MULTILINESTRING ((-114.0550117 51.0421942, -114.0547092 51.0421856))",Victoria Park
3654,,,Parking Zone,Parallel,"12 Av SW ,  Fr 2 St SW To 4 St SW",S,3654,Active,12,0910-1750 MON-FRI,180,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0688452 51.0415225, -114.0689992 51.0415272, -114.0692294 51.0415334))",
2911,,,Parking Zone,Parallel,"10 Av SW ,  Fr 7 St SW To 8 St SW",N,2911,Active,9,0910-1750 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0809296 51.0438791, -114.0803027 51.0438619))",Beltline
2030,,,Loading Zone,Parallel,"6 Av SW ,  Fr Centre St S To 1 St SW",S,2030,Active,4a,"0710-1750 MON-FRI, 0910-1750 SAT",20,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0649277 51.0474358, -114.0651029 51.0474408))",Downtown
3877,,,Parking Zone,Parallel,"6 St SW ,  Fr 13 Av SW To 14 Av SW",W,3877,Active,9,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0760793 51.0404688, -114.0760796 51.0404708, -114.0760659 51.0406624, -114.0760605 51.040672))",
3669,,,Handicapped Zone,Parallel,"12 Av SW ,  Fr 1 St SW To 2 St SW",S,3669,Active,12,0910-1750 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0672747 51.0414817, -114.0673602 51.0414841))",Victoria Park
3670,,,Parking Zone,Parallel,"12 Av SW ,  Fr 1 St SW To 2 St SW",S,3670,Active,12,0910-1750 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0666622 51.0414647, -114.0672747 51.0414817))",Victoria Park
1705,,,Parking Zone,Parallel,"5 Av SW ,  Fr 6 St SW To 7 St SW",S,1705,Active,4b,0940-1520 MON-FRI,30,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0781442 51.04875, -114.0783152 51.0487544))",Downtown
3445,,,Parking Zone,Parallel,"11 Av SE ,  Fr MacLeod Tr SE To 1 St SE",S,3445,Active,14,0910-1520 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0589321 51.0421906, -114.0596572 51.0422109))",Victoria Park
2031,,,Parking Zone,Parallel,"6 Av SW ,  Fr Centre St S To 1 St SW",S,2031,Active,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0640344 51.0474104, -114.0649277 51.0474358))",Downtown
3605,,,Parking Zone,Parallel,"13 Av SW ,  Fr 7 St SW To 8 St SW",N,3605,Active,9,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0809028 51.0410121, -114.0808786 51.0410117, -114.080843 51.0410108))",
1522,,,Parking Zone,Parallel,"5 Av SW ,  Fr 5 St SW To 6 St SW",N,1522,Active,4b,0940-1520 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0758935 51.0488291, -114.075231 51.0488106))",Downtown
1480,,,Parking Zone,Parallel,"5 Av SW ,  Fr 8 St Sw To 9 St SW",N,1480,Active,6,0940-1520 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0827581 51.0490134, -114.0825529 51.0490075, -114.0825392 51.0490078, -114.0825249 51.0490097, -114.0825054 51.0490139, -114.0824885 51.0490155, -114.0824801 51.0490155, -114.0824655 51.0490151, -114.0816982 51.0489933, -114.0813587 51.0489836))",Downtown
3110,,,Parking Zone,Parallel,"4 St SW , fr 10 Av SW to 11 Av SW",E,3110,Active,12,0910-1750 MON-FRI,120,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.071601 51.0431416, -114.0716007 51.0433205))",Beltline
3411,,,Loading Zone,Parallel,"1 St SW ,  Fr 11 Av SW To 12 Av SW",W,3411,Active,12,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0658527 51.0418901, -114.0658438 51.0420117))",Victoria Park
1682,,,Loading Zone,Parallel,"8 St SW ,  Fr 5 Av SW To 6 Av SW",W,1682,Active,6,0910-1750 MON-SAT,20,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.0812057 51.0480924, -114.0812 51.0481741))",Downtown
3442,,,Parking Zone,Parallel,"Centre St S ,  Fr 11 Av SE To 12 Av SE",E,3442,Active,14,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.063174 51.0422363, -114.0632218 51.0415636))",Victoria Park
4109,,,Parking Zone,Parallel,"14 Av SW ,  Fr 7 St SW To 8 St SW",S,4109,Active,9,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0809408 51.0399884, -114.0810994 51.0399928))",
3396,,,Parking Zone,Parallel,"2 St SW ,  Fr 11 Av SW To 12 Av SW",W,3396,Active,12,0910-1750 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0683125 51.0417036, -114.068283 51.0421517, -114.0682665 51.0423745))",
1261,,,Loading Zone,Parallel,"1 St SE ,  Fr 2 Av SE To 3 Av SE",W,1261,Active,3,0910-1750 MON-SAT,20,AM&PM,"07:00 - 09:00 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0603086 51.0503556, -114.0602994 51.050484))",Chinatown
1260,,,Parking Zone,Parallel,"1 St SE ,  Fr 2 Av SE To 3 Av SE",W,1260,Active,3,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 09:00 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0602994 51.050484, -114.0602903 51.0506106))",Chinatown
4151,,,Parking Zone,Parallel,"14 Av SW ,  Fr 4 St SW To 5 St SW",S,4151,Active,13,0910-1750 MON-SAT,180,none,none,,,"MULTILINESTRING ((-114.0717531 51.0397097, -114.0719312 51.0397145))",4 Street SW
4407,,,Parking Zone,Parallel,"16 Av SW ,  Fr 9 St SW To 10 St SW",S,4407,Active,11,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.08546 51.0381876, -114.085866 51.0381991))",Uptown 17
4410,,,Parking Zone,Parallel,"9 St SW ,  Fr 16 Av SW To 17 Av SW",W,4410,Active,11,0910-1750 MON-SAT,30,none,none,,,"MULTILINESTRING ((-114.084326 51.0381308, -114.0843254 51.0381267, -114.0843253 51.0381227, -114.0843258 51.0381172, -114.0843262 51.038109, -114.0843357 51.0379755))",Uptown 17
4454,,,Parking Zone,Parallel,"7 St SW ,  Fr 15 Av SW To 17 Av SW",E,4454,Active,11,0910-1750 MON-SAT,30,none,none,,,"MULTILINESTRING ((-114.0792736 51.0381394, -114.0792845 51.0379843))",Uptown 17
4483,,,Handicapped Zone,Parallel,"15 Av SW ,  Fr 2 St SW To 4 St SW",S,4483,Active,13,0910-1750 MON-SAT,180,none,none,,,"MULTILINESTRING ((-114.0711577 51.0387572, -114.0712987 51.0387611))",4 Street SW
4560,,,Parking Zone,Parallel,"13 St SW ,  Fr 17 Av SW To 18 Av SW",W,4560,Active,11,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0931261 51.0373836, -114.0931249 51.0376739))",Uptown 17
4581,,,Parking Zone,Parallel,"10A St SW ,  Fr 17 Av SW To Cameron Av SW",W,4581,Active,11,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.088617 51.0373935, -114.0886171 51.0376354))",Uptown 17
4596,,,Parking Zone,Parallel,"9A St SW ,  Fr 17 Av SW To Cameron Av SW",W,4596,Active,11,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0857317 51.0374409, -114.0857319 51.0376818))",Uptown 17
4619,,,Parking Zone,Parallel,"7 St SW ,  Fr 17 Av SW To 18 Av SW",W,4619,Active,11,0910-1750 MON-SAT,30,none,none,,,"MULTILINESTRING ((-114.0794255 51.0375463, -114.0794255 51.0376748))",Uptown 17
3340,,,Parking Zone,Parallel,"7 St SW ,  Fr 11 Av SW To 12 Av SW",W,3340,Active,9,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0791077 51.0421688, -114.0791005 51.0422703, -114.0790989 51.0422927))",Beltline
1915,,,Loading Zone,Parallel,"10 St SW ,  Fr 6 Av SW To 7 Av SW",E,1915,Active,7,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0859626 51.0478445, -114.0859744 51.0477143))",Downtown
1028,,,Loading Zone,Parallel,"7 St SW ,  Fr 1 Av SW To 2 Av SW",W,1028,Active,6,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0784277 51.0520893, -114.0784183 51.0522222))",Downtown
1565,,,Loading Zone,Parallel,"5 Av SW ,  Fr 2 St Sw To 3 St SW",N,1565,Active,4a,"0840-1520 MON-FRI, 0910-1750 SAT",20,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0686137 51.0486213, -114.0683885 51.0486149))",Downtown
1568,,,Loading Zone,Parallel,"3 St SW ,  Fr 4 Av SW To 5 Av SW",E,1568,Active,4a,"0710-1750 MON-FRI, 0910-1750 SAT",20,none,none,,,"MULTILINESTRING ((-114.0701176 51.0489826, -114.0701083 51.0489475, -114.0701022 51.0489168, -114.0700984 51.0488897, -114.0700965 51.0488697, -114.0700958 51.0488576))",Downtown
1368,,,Loading Zone,Parallel,"4 Av SW ,  Fr 2 St SW To 3 St SW",N,1368,Active,4a,"0840-1520 MON-FRI, 0910-1750 SAT",20,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0697702 51.0495992, -114.0692458 51.0495844))",Downtown
2522,,,Parking Zone,Parallel,"1 St SE ,  Fr 8 Av SE To 9 Av SE",W,2522,Active,4c,"0710-1750 MON-FRI, 0910-1750 SAT",30,none,none,,,"MULTILINESTRING ((-114.0607523 51.0451738, -114.0607493 51.0452171, -114.0607435 51.045251, -114.060731 51.0452841))",Downtown
2529,,,Taxi Zone,Parallel,"Centre St S ,  Fr 8 Av SE To 9 Av SE",E,2529,Active,4c,"0710-1750 MON-FRI, 0910-1750 SAT",1440,none,none,,,"MULTILINESTRING ((-114.062912 51.045339, -114.0629174 51.0452617))",Downtown
2645,,,Parking Zone,Parallel,"9 Av SW ,  Fr 1 St SW To 2 St SW",S,2645,Active,4c,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0665153 51.0445865, -114.0667324 51.0445927))",Downtown
3661,,,Parking Zone,Parallel,"13 Av SW ,  Fr 2 St SW To 4 St SW",N,3661,Active,12,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0705121 51.0407062, -114.0694066 51.0406749))",
1077,,,Loading Zone,Parallel,"2 Av SW ,  Fr 3 St SW To 4 St SW",N,1077,Active,5,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0704204 51.0515101, -114.0702252 51.0515046))",Downtown
2028,,,Parking Zone,Parallel,"2 St SW ,  Fr 6 Av SW To 7 Av SW",E,2028,Active,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0677283 51.047434, -114.0677501 51.0471305))",Downtown
1606,,,Access Calgary Loading Zone,Parallel,"5 Av SE ,  Fr Centre St S To 1 St SE",N,1606,Active,4a,"0710-1750 MON-FRI, 0910-1750 SAT",10,none,none,,,"MULTILINESTRING ((-114.0613091 51.0484323, -114.0612914 51.048436, -114.0612688 51.0484403, -114.061244 51.0484426, -114.0611289 51.0484396))",Downtown
1596,,,Parking Zone,Parallel,"1 St SW ,  Fr 4 Av SW To 5 Av SW",E,1596,Active,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0650926 51.0490111, -114.0651047 51.0488435, -114.0651054 51.0488398, -114.065107 51.0488362, -114.0651094 51.0488328, -114.0651126 51.0488297, -114.065128 51.0488168, -114.0651364 51.0488086, -114.0651428 51.0487997, -114.0651469 51.0487902, -114.0651488 51.0487805, -114.0651563 51.048677))",Downtown
1838,,,Loading Zone,Parallel,"6 Av SE ,  Fr 2 St SE To 3 St SE",N,1838,Active,2,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0564177 51.0473242, -114.0561935 51.047318, -114.0560217 51.0473132, -114.0560144 51.047313))",Downtown
1839,,,Access Calgary Loading Zone,Parallel,"6 Av SE ,  Fr 2 St SE To 3 St SE",N,1839,Active,2,0910-1750 MON-SAT,10,none,none,,,"MULTILINESTRING ((-114.0560144 51.047313, -114.055853 51.0473085, -114.055843 51.047308, -114.0558379 51.0473075))",Downtown
4706,,,Parking Zone,Parallel,"1 St SE, Fr 17 Av SE to 18 Av SE",E,4706,Active,14,0910-1520 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0610248 51.0376827, -114.0610632 51.0371673))",Victoria Park
1717,,,Parking Zone,Parallel,"7 St SW ,  Fr 5 Av SW To 6 Av SW",E,1717,Active,4b,0910-1520 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0785831 51.0482605, -114.0786003 51.0480171))",Downtown
1260,,,Parking Zone,Parallel,"1 St SE ,  Fr 2 Av SE To 3 Av SE",W,1260,Active,3,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 09:00 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0602831 51.0507131, -114.0602757 51.0508173))",Chinatown
1957,,,Parking Zone,Parallel,"7 St SW ,  Fr 6 Av SW To 7 Av SW",E,1957,Active,4b,0910-1520 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0786285 51.0477227, -114.0786456 51.0474829))",Downtown
1716,,,Parking Zone,Parallel,"7 St SW ,  Fr 5 Av SW To 6 Av SW",E,1716,Active,4b,0910-1520 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0785534 51.0486789, -114.0785641 51.0485289))",Downtown
1351,,,Loading Zone,Parallel,"3 St SW ,  Fr 3 Av SW To 4 Av SW",W,1351,Active,4a,"0710-1750 MON-FRI, 0910-1750 SAT",20,none,none,,,"MULTILINESTRING ((-114.0701764 51.0499574, -114.0701865 51.0499639, -114.0701933 51.0499753, -114.0701845 51.0500963, -114.0701783 51.0501066, -114.070158 51.050117))",Downtown
1366,,,Loading Zone,Parallel,"2 St SW ,  Fr 3 Av SW To 4 Av SW",W,1366,Active,4a,"0710-1750 MON-FRI, 0910-1750 SAT",20,none,none,,,"MULTILINESTRING ((-114.0677388 51.0496466, -114.0677298 51.0497724))",Downtown
4705,,,Taxi Zone,Parallel,"18 Av SW ,  Fr MacLeod Tr SE To 1 St SE",N,4705,Active,14,0910-1750 MON-SAT,1440,none,none,,,"MULTILINESTRING ((-114.0596484 51.0370537, -114.0595124 51.0370499))",Victoria Park
3468,,,Parking Zone,Parallel,"Olympic Wy SE ,  Fr 11 Av SE To 12 Av SE",W,3468,Active,15,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0535732 51.0416333, -114.0535773 51.041651, -114.0535625 51.0418586, -114.0535497 51.0418804))",Victoria Park
3468,,,Parking Zone,Parallel,"Olympic Wy SE ,  Fr 11 Av SE To 12 Av SE",W,3468,Active,15,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0535788 51.0413566, -114.0535889 51.0413671, -114.0535963 51.0413799, -114.0535875 51.0415108, -114.0535846 51.0415229, -114.0535774 51.0415365))",Victoria Park
4703,,,Parking Zone,Parallel,"18 Av SW ,  Fr MacLeod Tr SE To 1 St SE",N,4703,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0608925 51.0370883, -114.0600635 51.0370652))",Victoria Park
2421,,,Parking Zone,Parallel,"8 Av SW ,  Fr 6 St SW To 7 St SW",S,2421,Active,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0776644 51.0459165, -114.0783927 51.0459375))",Downtown
2936,,,Parking Zone,Parallel,"10 Av SW ,  Fr Centre St S To 1 St SW",N,2936,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0644228 51.0434098, -114.0641749 51.0434027))",
2936,,,Parking Zone,Parallel,"10 Av SW ,  Fr Centre St S To 1 St SW",N,2936,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0636954 51.043389, -114.0634077 51.0433808))",
3679,,,Parking Zone,Parallel,"2 St SW ,  Fr 12 Av SW To 13 Av SW",E,3679,Active,12,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0681698 51.0411351, -114.0681754 51.0410578))",Victoria Park
4621,,,Parking Zone,Parallel,"8 St SW , fr 17 Av SW to 18 Av SW",E,4621,Active,11,0910-1750 MON-SAT,120,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.0817308 51.037679, -114.0817307 51.0375397))",Uptown 17
2148,,,Parking Zone,Parallel,"8 Av SW ,  Fr 9 St SW To 10 St SW",N,2148,Active,7,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0850258 51.0462075, -114.0845128 51.0461935))",Downtown
2107,,,Parking Zone,Parallel,"Riverfront Ln SE ,  Fr 6 Av SE To 7 Av SE",E,2107,Active,1,0910-1750 MON-SAT,540,none,none,,,"MULTILINESTRING ((-114.0522961 51.0469251, -114.0523119 51.0467096))",
2134,,,Parking Zone,Parallel,"8 Av SW ,  Fr 10 St SW To 11 St SW",N,2134,Active,7,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0880611 51.0462865, -114.0877562 51.0462781))",Downtown
3417,,,Parking Zone,Parallel,"2 St SW ,  Fr 11 Av SW To 12 Av SW",E,3417,Active,12,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0680902 51.0423407, -114.068118 51.0419446, -114.0681356 51.0417048))",Victoria Park
3412,,,Parking Zone,Parallel,"1 St SW ,  Fr 11 Av SW To 12 Av SW",W,3412,Active,12,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0658434 51.0416562, -114.0658667 51.0416732, -114.0658677 51.0416769, -114.0658527 51.0418901))",Victoria Park
1292,,,Parking Zone,Parallel,"3 Av SW, Fr 7 St SW to 8 St SW",S,1292,Active,6,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0797681 51.0507302, -114.0798636 51.0507329))",Downtown
1845,,,Parking Zone,Parallel,"5 Av SE ,  Fr 3 St SE To 4 St SE",S,1845,Inactive,2,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.054058 51.0480613, -114.054191 51.0480651))",
1302,,,Parking Zone,Parallel,"8 St SW ,  Fr 3 Av SW To 4 Av SW",E,1302,Active,6,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0808111 51.0506874, -114.0808352 51.0503473))",Downtown
1019,,,Loading Zone,Parallel,"2 St SW ,  Fr Riverfront Av SW To Bow River",E,1019,Active,5,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0674166 51.0528343, -114.0674165 51.0527028))",Chinatown
1119,,,Parking Zone,Parallel,"Riverfront Av SE , Fr 1 St SE To Centre St S",S,1119,Active,3,0910-1750 MON-SAT,180,none,none,,,"MULTILINESTRING ((-114.0610669 51.0513966, -114.061246 51.0514582))",Chinatown
1255,,,Parking Zone,Parallel,"1 St SW ,  Fr 2 Av SW To 3 Av SW",E,1255,Active,3,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0650263 51.0507765, -114.0650484 51.0504712))",Chinatown
1233,,,Parking Zone,Parallel,"1 St SW ,  Fr 2 Av SW To 3 Av SW",W,1233,Active,5,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0652258 51.0504945, -114.065217 51.0506185))",Chinatown
1086,,,Parking Zone,Parallel,"2 Av SW ,  Fr 2 St SW To 3 St SW",N,1086,Active,5,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0683025 51.0514422, -114.0681316 51.0514373))",Downtown
1291,,,Parking Zone,Parallel,"3 Av SW, Fr 7 St SW to 8 St SW",S,1291,Active,6,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0798636 51.0507329, -114.08069 51.0507564))",Downtown
3270,,,Parking Zone,Parallel,"12 St SW ,  Fr 11 Av SW To 12 Av SW",W,3270,Active,8,0910-1750 MON-SAT,540,none,none,,,"MULTILINESTRING ((-114.0914252 51.0427398, -114.0914016 51.0430577))",
1022,,,Parking Zone,Parallel,"Riverfront Av SW ,  Fr Centre St S To 1 St SW",N,1022,Active,3,0910-1750 MON-SAT,180,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.0646683 51.0523521, -114.064423 51.0523519))",Chinatown
2648,,,Taxi Zone,Parallel,"9 Av SW ,  Fr Centre St S To 1 St SW",S,2648,Active,4c,"0710-1750 MON-FRI, 0910-1750 SAT",1440,none,none,,,"MULTILINESTRING ((-114.0651313 51.0445855, -114.0653576 51.0445919, -114.0653631 51.0445923, -114.0653675 51.0445934, -114.0653719 51.0445956))",Downtown
2070,,,Loading Zone,Parallel,"1 St SE ,  Fr 6 Av SE To 7 Av SE",E,2070,Active,2,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0603162 51.046821, -114.0603185 51.0467878, -114.0603246 51.0467571, -114.0603362 51.0467311, -114.060345 51.0467156, -114.0603568 51.0466906))",Downtown
1604,,,Loading Zone,Parallel,"1 St SE ,  Fr 3 Av SE To 4 Av SE",W,1604,Active,4a,"0710-1750 MON-FRI, 0910-1750 SAT",20,none,none,,,"MULTILINESTRING ((-114.0604523 51.0487005, -114.0604514 51.0487135, -114.0604524 51.0487328, -114.0604568 51.0487486, -114.0604848 51.0488072, -114.0604879 51.048823, -114.0604815 51.0489149))",Downtown
1232,,,Parking Zone,Parallel,"1 St SW ,  Fr 2 Av SW To 3 Av SW",W,1232,Active,5,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0652079 51.0507454, -114.0651959 51.0509117, -114.0651955 51.0509172, -114.0651953 51.0509178))",Chinatown
1607,,,Taxi Zone,Parallel,"5 Av SE ,  Fr Centre St S To 1 St SE",N,1607,Active,4a,"0710-1750 MON-FRI, 0910-1750 SAT",1440,none,none,,,"MULTILINESTRING ((-114.0611289 51.0484396, -114.0609687 51.0484351, -114.0609536 51.0484343, -114.0609158 51.0484299))",Downtown
1291,,,Parking Zone,Parallel,"3 Av SW, Fr 7 St SW to 8 St SW",S,1291,Active,6,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0790164 51.0506709, -114.0790966 51.0506732, -114.0792891 51.0506787, -114.0793013 51.0506797, -114.079313 51.050682, -114.079324 51.0506856, -114.0793338 51.0506903, -114.0793422 51.050696, -114.0793539 51.050704, -114.0793676 51.0507106, -114.0793829 51.0507156, -114.0793994 51.0507188, -114.0794165 51.0507203, -114.0797681 51.0507302))",Downtown
2645,,,Parking Zone,Parallel,"9 Av SW ,  Fr 1 St SW To 2 St SW",S,2645,Active,4c,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0670024 51.0446004, -114.0676303 51.0446183, -114.0676478 51.0446197, -114.0676647 51.0446229, -114.0676819 51.0446272))",Downtown
4539,,,Loading Zone,Parallel,"17 Av SE ,  Fr MacLeod Tr SE To 1 St SE",N,4539,Active,14,"0910-1520 MON-FRI, 0910-1750 SAT",20,none,none,,,"MULTILINESTRING ((-114.0608883 51.0378911, -114.0606031 51.0378916))",Victoria Park
1562,,,Parking Zone,Parallel,"2 St SW ,  Fr 4 Av SW To 5 Av SW",W,1562,Active,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0678121 51.0490624, -114.067805 51.0491612))",Downtown
