PARKING_ZONE,ZONE_CAP,SEG_CAP,ZONE_TYPE,STALL_TYPE,ADDRESS_DESC,BLOCK_SIDE,PERMIT_ZONE,STATUS,PRICE_ZONE,ENFORCEABLE_TIME,MAX_TIME,PARKING_RESTRICT_TYPE,PARKING_RESTRICT_TIME,NO_PARKING,NO_STOPPING,line,BRZ_NAME
2097,,,Loading Zone,Parallel,"6 Av SE ,  Fr 4 St SE To 5 St SE",S,2097,Active,1,0001-2359 MON-SUN,20,none,none,,,"MULTILINESTRING ((-114.0518506 51.0470769, -114.0518632 51.0470773, -114.0519788 51.0470806, -114.0519875 51.0470817, -114.0519969 51.0470853, -114.0520029 51.0470903, -114.0520122 51.0470969, -114.0520248 51.0470995))",
2153,,,Loading Zone,Parallel,"10 St SW ,  Fr 7 Av SW To 8 Av SW",E,2153,Active,7,0001-2359 MON-SUN,20,none,none,,,"MULTILINESTRING ((-114.0860522 51.046831, -114.0860579 51.0467455))",Downtown
4699,,,Parking Zone,Angle,"17 Av SE ,  Fr MacLeod Tr SE To 1 St SE",S,4699,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0598653 51.0377723, -114.0600792 51.0377722))",Victoria Park
2004,,,Parking Zone,Parallel,"6 Av SW ,  Fr 2 St SW To 3 St SW",S,2004,Active,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0680775 51.0475144, -114.0687101 51.0475325))",Downtown
2003,,,Parking Zone,Parallel,"6 Av SW ,  Fr 2 St SW To 3 St SW",S,2003,Active,4a,"0840-1520 MON-FRI, 0910-1750 SAT",30,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0687101 51.0475325, -114.0692429 51.0475477))",Downtown
4699,,,Parking Zone,Angle,"17 Av SE ,  Fr MacLeod Tr SE To 1 St SE",S,4699,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0603327 51.0377748, -114.0607676 51.037775))",Victoria Park
1678,,,Parking Zone,Parallel,"5 Av SW ,  Fr 8 St SW To 9 St SW",S,1678,Active,6,0910-1520 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.081363 51.0488397, -114.0819458 51.0488563, -114.0819681 51.0488577, -114.0820411 51.0488688, -114.0822229 51.048874))",Downtown
1691,,,Handicapped Zone,Parallel,"5 Av SW ,  Fr 7 St SW To 8 St SW",S,1691,Active,6,0910-1520 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.080111 51.0488153, -114.0801754 51.0488172, -114.0801851 51.0488169, -114.0801924 51.048816, -114.0802247 51.0488095))",Downtown
1709,,,Parking Zone,Parallel,"6 St SW ,  Fr 5 Av SW To 6 Av SW",W,1709,Active,4b,0910-1750 MON-FRI,30,none,none,,,"MULTILINESTRING ((-114.076237 51.0483391, -114.0762206 51.0485645))",Downtown
2390,,,Loading Zone,Parallel,"10 St SW ,  Fr 8 Av SW To 9 Av SW",E,2390,Active,7,0001-2359 MON-SUN,20,none,none,,,"MULTILINESTRING ((-114.086081 51.0460596, -114.0860881 51.0459492))",Downtown
2591,,,Parking Zone,Parallel,"9 Av SE, Fr 5 St SE to 6 St SE",N,2591,Active,1,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0499495 51.0442896, -114.0499141 51.0442879, -114.0498805 51.0442863, -114.0498232 51.0442833, -114.0497702 51.0442803, -114.0495702 51.0442671, -114.0493129 51.0442458, -114.0491441 51.0442291))",
3026,,,Parking Zone,Parallel,"10 St SW ,  Fr 10 Av SW To 11 Av SW",W,3026,Active,8,0910-1750 MON-FRI,540,none,none,,,"MULTILINESTRING ((-114.0864422 51.0435964, -114.0864413 51.0436096, -114.0864409 51.0436115, -114.0864398 51.0436144, -114.0864287 51.0436365, -114.0864275 51.0436405, -114.0864245 51.0436828, -114.0864213 51.0437299, -114.0864157 51.0438103, -114.0864155 51.0438139, -114.0864155 51.0438169, -114.0864158 51.0438219, -114.0864169 51.0438286, -114.0864182 51.043834))",
3028,,,Parking Zone,Parallel,"10 St SW ,  Fr 10 Av SW To 11 Av SW",W,3028,Active,8,0910-1750 MON-FRI,540,none,none,,,"MULTILINESTRING ((-114.0864625 51.0431801, -114.0864496 51.043358))",
3152,,,Parking Zone,Parallel,"Centre St S ,  Fr 10 Av SW To 11 Av SW",W,3152,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0633036 51.0429028, -114.0632848 51.0431677))",
3152,,,Parking Zone,Parallel,"Centre St S ,  Fr 10 Av SW To 11 Av SW",W,3152,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0633296 51.0425646, -114.0633116 51.0428026))",
2787,,,Parking Zone,Parallel,"Kensington Rd NW ,  Fr 11A St NW To 12 St NW",N,2787,Active,17,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0914057 51.0525684, -114.091129 51.0525675))",Kensington / Louise Crossing
2788,,,Loading Zone,Parallel,"Kensington Rd NW ,  Fr 11A St NW To 12 St NW",N,2788,Active,17,0910-1750 MON-SAT,1440,none,none,,,"MULTILINESTRING ((-114.0907318 51.0525707, -114.0905963 51.052571))",Kensington / Louise Crossing
2822,,,Loading Zone,Parallel,"Kensington Rd NW ,  Fr 13 St NW To 14 St NW",S,2822,Active,19,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0938137 51.0524625, -114.0939035 51.0524627))",Kensington / Louise Crossing
3372,,,Loading Zone,Parallel,"12 Av SW ,  Fr 5 St SW To 6 St SW",N,3372,Active,9,0910-1750 MON-SAT,20,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.0757375 51.0418102, -114.0756662 51.0418081))",
1763,,,Loading Zone,Parallel,"5 Av SW ,  Fr 2 St SW To 3 ST SW",S,1763,Active,4a,"0840-1520 MON-FRI, 0910-1750 SAT",20,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0686257 51.0484718, -114.0686768 51.0484732, -114.0687088 51.0484746, -114.068789 51.0484786, -114.0688576 51.048482))",Downtown
1951,,,Loading Zone,Parallel,"6 St SW ,  Fr 6 Av SW To 7 Av SW",W,1951,Active,4b,"0910-1520 MON-FRI, 0910-1750 SAT",20,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0763305 51.0470521, -114.0763241 51.0471401))",Downtown
2002,,,Loading Zone,Parallel,"6 Av SW ,  Fr 2 St SW To 3 St SW",S,2002,Active,4a,"0840-1520 MON-FRI, 0910-1750 SAT",20,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0695046 51.0475555, -114.0697254 51.0475615))",Downtown
2855,,,Parking Zone,Parallel,"Kensington Rd NW ,  Fr 11 St NW To 11A St NW",S,2855,Active,17,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0889286 51.0524495, -114.0896845 51.0524519))",Kensington / Louise Crossing
2785,,,Parking Zone,Parallel,"11A St NW ,  Fr Gladstone Rd To Kensington Rd NW",W,2785,Active,17,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0902519 51.0526504, -114.0902555 51.0527835))",Kensington / Louise Crossing
2797,,,Parking Zone,Parallel,"11A St NW ,  Fr Gladstone Rd To Kensington Rd NW",E,2797,Active,17,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0901374 51.0528009, -114.0901351 51.0526975))",Kensington / Louise Crossing
2798,,,Handicapped Zone,Parallel,"11A St NW ,  Fr Gladstone Rd To Kensington Rd NW",E,2798,Active,17,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0901351 51.0526975, -114.0901339 51.0526481))",Kensington / Louise Crossing
2794,,,Parking Zone,Parallel,"Kensington Rd NW ,  Fr 11 St NW To 11A St NW",N,2794,Active,17,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0892871 51.0525632, -114.0889491 51.0525622))",Kensington / Louise Crossing
2792,,,Parking Zone,Parallel,"11 St NW ,  Fr 3 Av To Kensington Rd NW",W,2792,Active,17,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0888547 51.0526796, -114.0888554 51.0526855, -114.0888588 51.0528665))",Kensington / Louise Crossing
2801,,,Parking Zone,Parallel,"Kensington Rd NW ,  Fr 10A St To 11 St NW",N,2801,Active,17,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0886179 51.0525665, -114.0875011 51.0525641))",Kensington / Louise Crossing
2873,,,Parking Zone,Parallel,"10A St NW ,  Fr Kensington Cr NW To Memorial Dr NW",E,2873,Active,17,0910-1750 MON-SAT,30,none,none,,,"MULTILINESTRING ((-114.0872145 51.0523759, -114.0872131 51.0522954, -114.0872116 51.0522006, -114.0872115 51.0521907))",Kensington / Louise Crossing
2810,,,Parking Zone,Parallel,"Kensington Rd NW ,  Fr 10 St NW To 10A St NW",N,2810,Active,17,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0870751 51.0525633, -114.0864988 51.0525621))",Kensington / Louise Crossing
2915,,,Parking Zone,Parallel,"10 Av SW ,  Fr 6 St SW To 7 St SW",N,2915,Active,9,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0780341 51.0438017, -114.0767804 51.0437663))",Beltline
3085,,,Parking Zone,Parallel,"11 Av SW ,  Fr 6 St SW To 7 St SW",N,3085,Active,9,0910-1750 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0788047 51.0428738, -114.0785884 51.0428678))",Beltline
3127,,,Parking Zone,Parallel,"11 Av SW ,  Fr 2 St SW To 4 St SW",N,3127,Active,12,0910-1750 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0689286 51.0425895, -114.0687306 51.0425838))",Beltline
3336,,,Parking Zone,Parallel,"11 Av SW ,  Fr 7 ST SW To 8 St SW",S,3336,Active,9,0910-1750 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0792191 51.0427691, -114.0792227 51.0427692, -114.0794257 51.0427749))",Beltline
3120,,,Parking Zone,Parallel,"10 Av SW ,  Fr 2 St SW To 4 St SW",S,3120,Active,12,0910-1750 MON-FRI,120,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.0713227 51.0434959, -114.070787 51.0434807))",Beltline
3120,,,Parking Zone,Parallel,"10 Av SW ,  Fr 2 St SW To 4 St SW",S,3120,Active,12,0910-1750 MON-FRI,120,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.0698961 51.0434554, -114.070654 51.0434769))",Beltline
2818,,,Parking Zone,Parallel,"10 St NW ,  Fr 2 Av NW To Memorial Dr NW",E,2818,Active,17,"0910-1550 MON-FRI, 0910-1750 SAT",120,AM&PM,"06:30 - 08:30 , 16:00 - 18:00",,,"MULTILINESTRING ((-114.0857978 51.0539013, -114.0857994 51.0538852, -114.0857879 51.0530797))",Kensington / Louise Crossing
2815,,,Parking Zone,Parallel,"2 Av NW ,  Fr 9A St NW To 10 St NW",S,2815,Removed,18,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0848036 51.0540074, -114.0848143 51.0540049, -114.0848481 51.0539987, -114.0848821 51.0539942, -114.0849143 51.0539914, -114.0849426 51.0539901, -114.0849658 51.0539897, -114.0851198 51.0539899))",Kensington / Louise Crossing
2764,,,Parking Zone,Parallel,"10 St NW ,  Fr 2 Av NW To 3 Av NW",E,2764,Active,18,"0910-1550 MON-FRI, 0910-1750 SAT",120,AM&PM,"06:30 - 08:30 , 16:00 - 18:00",,,"MULTILINESTRING ((-114.0858209 51.0553815, -114.085807 51.0542938))",Kensington / Louise Crossing
2749,,,Parking Zone,Parallel,"10 St NW ,  Fr 2 Av  NW To 3 Av NW",S,2749,Active,18,"0910-1550 MON-FRI, 0910-1750 SAT",120,AM&PM,"06:30 - 08:30 , 16:00 - 18:00",,,"MULTILINESTRING ((-114.0860044 51.054202, -114.0860111 51.0546069))",Kensington / Louise Crossing
3493,,,Parking Zone,Parallel,"11 Av SE , Fr 5 St SE To 6 St SE",S,3493,Active,15,0910-1750 MON-SAT,540,none,none,,,"MULTILINESTRING ((-114.0490954 51.0419078, -114.0494942 51.0419197))",Victoria Park
2755,,,Parking Zone,Parallel,"3 Av NW ,  Fr 9A St NW To 10 St NW",S,2755,Active,18,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0854651 51.0555419, -114.0855566 51.055542, -114.0856563 51.0555416))",Kensington / Louise Crossing
4673,,,Parking Zone,Parallel,"18 Av SW ,  Fr 1 St SW To 2 St SW",N,4673,Active,13,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0671262 51.0371387, -114.0669638 51.0371341))",
5338,,,Parking Zone,Parallel,"Research Rd NW ,  Fr 33 St NW To 36 St NW",N,5338,Active,24,0910-1750 MON-FRI,540,none,none,,,"MULTILINESTRING ((-114.1373303 51.0863174, -114.1370449 51.086318))",
2729,,,Parking Zone,Parallel,"3 Av NW ,  Fr 9A St NW To 10 St NW",N,2729,Active,18,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0853172 51.0556361, -114.0847894 51.055636))",Kensington / Louise Crossing
4603,,,Parking Zone,Parallel,"9 St SW ,  Fr 17 Av SW To Cameron Av SW",W,4603,Active,11,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0843523 51.0374092, -114.0843523 51.0375386))",Uptown 17
5338,,,Parking Zone,Parallel,"Research Rd NW ,  Fr 33 St NW To 36 St NW",N,5338,Active,24,0910-1750 MON-FRI,540,none,none,,,"MULTILINESTRING ((-114.1380521 51.0863191, -114.1380139 51.0863197, -114.1379798 51.0863192, -114.1379116 51.0863182, -114.1378435 51.0863173, -114.1377805 51.086317, -114.1376811 51.0863174))",
5338,,,Parking Zone,Parallel,"Research Rd NW ,  Fr 33 St NW To 36 St NW",N,5338,Active,24,0910-1750 MON-FRI,540,none,none,,,"MULTILINESTRING ((-114.1367587 51.0863197, -114.1365937 51.0863258, -114.1365596 51.0863272, -114.1365585 51.0863272, -114.1365573 51.0863271, -114.1365562 51.086327, -114.1365551 51.086327, -114.1365539 51.0863269, -114.1365492 51.0863269, -114.1365444 51.086327, -114.1365396 51.0863274, -114.1365349 51.0863278, -114.1365301 51.0863282, -114.1365248 51.0863286, -114.1365195 51.086329, -114.1365142 51.0863294, -114.1365088 51.0863298, -114.1365035 51.0863301, -114.1365031 51.0863302, -114.1365028 51.0863302, -114.1365024 51.0863302, -114.136502 51.0863302, -114.1365016 51.0863303, -114.1364957 51.0863306, -114.1364898 51.086331, -114.1364839 51.0863313, -114.136478 51.0863316, -114.1364721 51.086332, -114.136466 51.0863325, -114.1364598 51.086333, -114.1364537 51.0863336, -114.1364475 51.0863341, -114.1364414 51.0863346, -114.1364354 51.086335, -114.1364294 51.0863354, -114.1364235 51.0863359, -114.1364175 51.0863363, -114.1364116 51.0863367, -114.1364062 51.0863371, -114.1364008 51.0863375, -114.1363954 51.0863379, -114.1363899 51.0863383, -114.1363845 51.0863387, -114.1363842 51.0863387, -114.1363839 51.0863387, -114.1363836 51.0863387, -114.1363834 51.0863387, -114.1363831 51.0863387, -114.1363777 51.0863393, -114.1363723 51.0863398, -114.136367 51.0863404, -114.1363616 51.086341, -114.1363563 51.0863415, -114.1363497 51.0863422, -114.1363431 51.0863428, -114.1363366 51.0863435, -114.13633 51.0863441, -114.1363234 51.0863448, -114.1363168 51.0863455, -114.1363101 51.0863462, -114.1363035 51.0863469, -114.1362968 51.0863476, -114.1362902 51.0863483, -114.1362839 51.086349, -114.1362776 51.0863497, -114.1362714 51.0863504, -114.1362651 51.0863511, -114.1362589 51.0863518, -114.1362523 51.0863525, -114.1362457 51.0863533, -114.1362391 51.0863541, -114.1362325 51.0863548, -114.1362259 51.0863556, -114.1362194 51.0863562, -114.136213 51.0863569, -114.1362066 51.0863575, -114.1362001 51.0863581, -114.1361937 51.0863588, -114.1361868 51.0863597, -114.1361799 51.0863606, -114.1361731 51.0863616, -114.1361662 51.0863626, -114.1361593 51.0863636, -114.1361531 51.0863643, -114.1361468 51.086365, -114.1361405 51.0863658, -114.1361342 51.0863665, -114.136128 51.0863673, -114.1361222 51.0863681, -114.1361165 51.086369, -114.1361108 51.0863699, -114.136105 51.0863708, -114.1360993 51.0863717, -114.136092 51.086373, -114.1360847 51.0863742, -114.1360773 51.0863755, -114.13607 51.0863767, -114.1360465 51.0863807, -114.1360412 51.0863816, -114.1360358 51.0863825, -114.1360358 51.0863825, -114.1360357 51.0863825, -114.1360357 51.0863826, -114.1360357 51.0863826, -114.1360356 51.0863826, -114.1360311 51.0863833, -114.1360265 51.0863839, -114.1360219 51.0863844, -114.1360173 51.086385, -114.1360128 51.0863857, -114.1360069 51.0863869, -114.136001 51.0863881, -114.1359952 51.0863893, -114.1359893 51.0863904, -114.1359834 51.0863915, -114.1359775 51.0863924, -114.1359715 51.0863934, -114.1359655 51.0863942, -114.1359596 51.0863952, -114.1359537 51.0863962, -114.1359482 51.0863971, -114.1359427 51.0863981, -114.1359419 51.0863983, -114.1359318 51.0864002, -114.1359264 51.0864012, -114.1359208 51.0864023, -114.1359152 51.0864035, -114.1359096 51.0864046, -114.135904 51.0864057, -114.1358984 51.0864068, -114.1358932 51.0864079, -114.1358879 51.086409, -114.1358827 51.0864101, -114.1358774 51.0864112, -114.1358722 51.0864122, -114.1358671 51.0864132, -114.1358619 51.0864142, -114.1358568 51.0864152, -114.1358517 51.0864162, -114.1358466 51.0864171, -114.135841 51.0864183, -114.1358354 51.0864194, -114.1358298 51.0864206, -114.1358242 51.0864218, -114.1358187 51.086423, -114.135813 51.0864243, -114.1358073 51.0864256, -114.1358017 51.0864271, -114.135796 51.0864284, -114.1357903 51.0864298, -114.1357859 51.0864307, -114.1357814 51.0864315, -114.135777 51.0864323, -114.1357725 51.0864332, -114.1357681 51.0864341, -114.135766 51.0864346, -114.1357639 51.0864351, -114.1357617 51.0864356, -114.1357596 51.0864361, -114.1357575 51.0864366, -114.1357378 51.0864412, -114.1357181 51.0864459, -114.1356984 51.0864506, -114.1356787 51.0864552, -114.135659 51.0864599, -114.1356424 51.0864639, -114.1356259 51.0864679, -114.1356094 51.086472, -114.135593 51.0864761, -114.1355765 51.0864802, -114.1355532 51.086486, -114.13553 51.0864918, -114.1355068 51.0864977, -114.1354988 51.0864997))",
5364,,,Parking Zone,Parallel,"Research Pl ,  Fr 33 St NW To 33 St NW",S,5364,Active,24,0910-1750 MON-FRI,540,none,none,,,"MULTILINESTRING ((-114.1319741 51.0831565, -114.1321498 51.0831567, -114.1337217 51.0831544, -114.13395 51.0831519))",
5339,,,Loading Zone,Parallel,"Research Rd NW ,  Fr 33 St NW To 36 St NW",N,5339,Active,24,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.1375365 51.0863183, -114.1374443 51.0863175, -114.1373367 51.0863174))",
1111,,,Loading Zone,Parallel,"2 Av SW ,  Fr Centre St S To 1 St SW",N,1111,Active,3,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0639963 51.0513085, -114.0639736 51.0513114, -114.0639528 51.0513119, -114.0638756 51.0513097))",Chinatown
2866,,,Parking Zone,Parallel,"10A St NW ,  Fr Kensington cr NW To Memorial Dr NW",W,2866,Active,17,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0873499 51.0521633, -114.0873508 51.0521841, -114.0873509 51.0521982, -114.08735 51.0523745))",Kensington / Louise Crossing
2712,,,Parking Zone,Parallel,"12 St NW ,  Fr 5 Av NW To 8 Av NW",E,2712,Active,23,0910-1750 MON-FRI,240,none,none,,,"MULTILINESTRING ((-114.0916687 51.059377, -114.0916626 51.0590093))",
2989,,,Parking Zone,Parallel,"13 St SW ,  Fr 10 Av SW To 11 Av SW",W,2989,Active,8,0910-1750 MON-SAT,540,none,none,,,"MULTILINESTRING ((-114.0938215 51.0437697, -114.0938078 51.0439691))",
2774,,,Parking Zone,Parallel,"9 St NW ,  Fr 2 Av NW To 3 Av NW",N,2774,Active,18,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.083437 51.0552047, -114.0834012 51.0551802, -114.0833244 51.0551289, -114.0833107 51.0551204))",
5474,,,Parking Zone,Parallel,"Edmonton Tr NE ,  Fr 8 Av NE To 9 Av NE",E,5474,Active,NA,"0910-1450 MON-FRI, 0910-1750 SAT",120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0550803 51.0609149, -114.0550588 51.0608829, -114.0550441 51.060861, -114.0549895 51.0607859, -114.0549779 51.0607689))",
5480,,,Parking Zone,Parallel,"Edmonton Tr NE ,  Fr 8 Av NE To 9 Av NE",E,5480,Active,NA,"0910-1450 MON-FRI, 0910-1750 SAT",120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0547104 51.0603945, -114.0546167 51.060263))",
4726,,,Parking Zone,Parallel,"18 Av SW ,  Fr 1 St SW To 2 St SW",S,4726,Active,13,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0665218 51.0370168, -114.0672198 51.0370372))",
5611,,,Parking Zone,Parallel,"19 Av SW , Fr 1 St SW To 2 St SW",N,5611,Active,16,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0663621 51.036197, -114.0662406 51.0361935, -114.0659163 51.0361844))",
4672,,,Parking Zone,Parallel,"18 Av SW ,  Fr 1 St SW To 2 St SW",N,4672,Active,13,0910-1750 SAT,120,none,none,,,"MULTILINESTRING ((-114.0679898 51.0371634, -114.0678331 51.0371592))",
4284,,,Parking Zone,Parallel,"12 St SW ,  Fr 15 Av SW To 16 Av SW",E,4284,Active,11,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0915431 51.0388303, -114.0915567 51.0386392))",
5603,,,Parking Zone,Parallel,"19 Av SW ,  Fr 1 St SW To 2 St SW",S,5603,Active,16,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0672128 51.0361163, -114.0677091 51.0361303, -114.067764 51.0361319))",
2996,,,Parking Zone,Parallel,"10 Av SW ,  Fr 12 St SW To 13 St SW",S,2996,Active,8,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0915059 51.044066, -114.0917656 51.0440738, -114.0918231 51.0440765, -114.0919094 51.0440797, -114.092315 51.0440895))",
2895,,,Parking Zone,Parallel,"10 Av SW ,  Fr 11 St SW To 12 St SW",N,2895,Active,8,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0905053 51.044148, -114.0892873 51.0441138))",
3022,,,Parking Zone,Parallel,"10 Av SW ,  Fr 10 St SW To 11 St SW",S,3022,Active,8,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0877889 51.043961, -114.0884456 51.0439799))",
3022,,,Parking Zone,Parallel,"10 Av SW ,  Fr 10 St SW To 11 St SW",S,3022,Active,8,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0870805 51.0439407, -114.0872468 51.0439454, -114.0874624 51.0439516))",
3036,,,Parking Zone,Parallel,"10 Av SW ,  Fr 9 St SW To 10 St SW",S,3036,Active,8,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0855416 51.0438971, -114.0856684 51.0439007))",
4673,,,Parking Zone,Parallel,"18 Av SW ,  Fr 1 St SW To 2 St SW",N,4673,Active,13,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0668394 51.0371306, -114.0666144 51.0371242))",
5605,,,Parking Zone,Parallel,"19 Av SW , Fr 1 St SW To 2 St SW",S,5605,Active,16,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0663909 51.036093, -114.0670323 51.0361112, -114.0670888 51.0361128))",
5470,,,Parking Zone,Parallel,"Edmonton Tr NE ,  Fr 10 Av NE To 11 Av NE",E,5470,Active,NA,"0910-1450 MON-FRI, 0910-1750 SAT",120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0555821 51.0622627, -114.0554939 51.0620144))",
5475,,,Parking Zone,Parallel,"Edmonton Tr NE ,  Fr 9 Av NE To 10 Av NE",E,5475,Active,NA,"0910-1450 MON-FRI, 0910-1750 SAT",120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.055267 51.0613782, -114.0552451 51.0613199, -114.0552288 51.061271, -114.0551941 51.0611758, -114.0551537 51.0610638, -114.0551491 51.0610531))",
1277,,,Taxi Zone,Angle,"1 St SE ,  Fr Riverfront Av SE To 3 Av SE",E,1277,Active,3,0910-1750 MON-SAT,1440,none,none,,,"MULTILINESTRING ((-114.0600468 51.0506521, -114.0600473 51.0505437))",Chinatown
1659,,,Parking Zone,Parallel,"6 Av SW ,  Fr 10 St SW To 11 St SW",N,1659,Active,7,0910-1520 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.088165 51.0482208, -114.0876726 51.0482071))",Downtown
4726,,,Parking Zone,Parallel,"18 Av SW ,  Fr 1 St SW To 2 St SW",S,4726,Active,13,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0674172 51.037043, -114.0677832 51.0370537))",
4725,,,Parking Zone,Parallel,"18 Av SW ,  Fr 1 St SW To 2 St SW",S,4725,Active,13,0910-1750 SAT,120,none,none,,,"MULTILINESTRING ((-114.0677832 51.0370537, -114.0678055 51.0370543, -114.0681136 51.0370633))",
5367,,,Parking Zone,Parallel,"12 St NW ,  Fr 5 Av NW To 8 Av NW",W,5367,Active,23,0910-1750 MON-FRI,240,none,none,,,"MULTILINESTRING ((-114.0917918 51.0591016, -114.0917968 51.0593987, -114.0917976 51.0594431))",
5611,,,Parking Zone,Parallel,"19 Av SW , Fr 1 St SW To 2 St SW",N,5611,Active,16,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0671324 51.0362186, -114.0670237 51.0362155, -114.0665256 51.0362015))",
