DESCRIPTION,PARKING_ZONE,STALL_TYPE,STATUS,ADDRESS_DESC,CTP_CLASS,DOT,ENFORCEABLE_TIME,NO_PARKING,NO_STOPPING,PARKING_RESTRICTION,TIME_RESTRICTION,CAMERA,OCTANT,line,GLOBALID
SCH818,NA,Parallel,Active,Ecole Notre Dame de la Paix School,Residential Street,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0449301 50.9504104, -114.0449301 50.9504038, -114.0449289 50.950393, -114.0449157 50.9503275))",fe2d5bff-9137-4f36-8708-895526c8e3cb
SCH823,NA,Parallel,Active,St Matthew School,Collector,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,,"MULTILINESTRING ((-114.0597845 50.9794459, -114.0598074 50.9794316, -114.0598166 50.979424, -114.0598264 50.979414, -114.0598352 50.9794021, -114.0598438 50.9793844, -114.059849 50.9793691, -114.0598546 50.979346, -114.0598571 50.9793279, -114.0598585 50.9792694, -114.0598601 50.9791501))",9455801f-6bb3-49ca-b1c1-a8b047dde3e3
SCH824,NA,Parallel,Active,St Matthew School,Collector,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0598618 50.9789435, -114.0598625 50.9785259))",5a97196e-b9eb-461a-ab8f-7043f3004b88
SCH825,NA,Parallel,Active,St Matthew School,Collector,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0598628 50.9784713, -114.0598629 50.9784185, -114.0598627 50.9783771, -114.0598628 50.9783705, -114.0598628 50.9783639, -114.0598628 50.9783573, -114.0598628 50.9783507, -114.0598628 50.9783441, -114.0598629 50.9783383, -114.0598629 50.9783325, -114.0598629 50.9783267, -114.0598629 50.9783209, -114.0598629 50.9783151, -114.0598627 50.9783101, -114.0598623 50.9783051, -114.0598616 50.9783001, -114.0598607 50.9782951, -114.0598596 50.9782902, -114.0598585 50.9782866, -114.0598569 50.9782832, -114.0598551 50.9782798, -114.0598549 50.9782794))",f51a6d27-3052-41a0-a938-9884c1092541
SCH830,MRT,Parallel,Active,Nelson Mandela School,Collector,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9481801 51.1234597, -113.9481942 51.1234449, -113.9482101 51.1234304, -113.9482818 51.1233761, -113.9483576 51.1233241, -113.9484371 51.1232742))",6521d7d2-25e5-44fc-9cd5-24131726b886
SCH836,KK,Parallel,Active,Saint Augustine Elementary Junior High School,Residential Street,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0816453 50.9902943, -114.0816458 50.9901979))",cd5fcb08-c548-40e9-89b3-53dfe79e3cd0
SCH845,R,Parallel,Active,Calgary Jewish Academy,Residential Street,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0933197 50.9938, -114.0933173 50.9937972, -114.0933108 50.9937885, -114.0933048 50.9937811, -114.0933003 50.993775, -114.0932963 50.9937685, -114.0932884 50.9937546, -114.0932823 50.9937372, -114.0932825 50.9937177, -114.0932886 50.9936917))",e1f8fb0e-0b5c-411e-8ba1-57bc7d136e39
SCH849,R,Parallel,Active,Calgary Jewish Academy,Residential Street,N,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0937923 50.9936836, -114.0938076 50.9936842, -114.0938221 50.9936835, -114.0938314 50.9936828, -114.0938628 50.9936806, -114.0939086 50.9936736, -114.0939714 50.9936531, -114.0939907 50.993642, -114.0940224 50.9936192, -114.0940543 50.9935892, -114.0940845 50.9935546, -114.0941123 50.9935182, -114.0941418 50.9934727, -114.0941446 50.9934677, -114.0941702 50.9934229, -114.0941902 50.9933854, -114.0942084 50.9933423, -114.0942253 50.9932823, -114.0942433 50.9932226, -114.0942584 50.9931684, -114.0942729 50.9931117, -114.0942826 50.993072))",0740b701-a000-4911-8e87-d4eae1a06d22
SCH852,NA,Parallel,Active,St William School,Collector,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0600805 50.9538392, -114.0600797 50.9538373, -114.0600776 50.9538328, -114.0600759 50.9538295, -114.060074 50.9538262, -114.0600719 50.953823, -114.0600696 50.9538199, -114.0600669 50.9538168, -114.0600636 50.9538132, -114.06006 50.9538098, -114.0600562 50.9538066, -114.060052 50.9538034, -114.0600476 50.9538005, -114.0600436 50.953798, -114.0600396 50.9537957, -114.0600355 50.9537934, -114.0600314 50.9537912, -114.0600272 50.953789, -114.0600188 50.953785, -114.0600101 50.9537812, -114.0600015 50.9537774, -114.0599931 50.9537735, -114.0599854 50.953769, -114.0599778 50.9537642, -114.0599702 50.9537593, -114.0599625 50.9537544, -114.0599549 50.9537495, -114.0599473 50.9537447, -114.0599426 50.9537416, -114.059938 50.9537386, -114.0599333 50.9537355, -114.0599286 50.9537325, -114.059924 50.9537294, -114.0599186 50.9537255, -114.0599138 50.9537214, -114.0599094 50.953717, -114.0599052 50.9537125, -114.059901 50.953708, -114.0598968 50.9537033, -114.0598927 50.9536986, -114.0598887 50.9536938, -114.0598849 50.953689, -114.0598812 50.9536841, -114.0598775 50.9536789, -114.059874 50.9536737, -114.0598708 50.9536685, -114.0598678 50.9536631, -114.0598651 50.9536577, -114.0598627 50.9536521, -114.0598605 50.9536464, -114.0598587 50.9536407, -114.0598572 50.953635, -114.0598561 50.9536292, -114.0598549 50.9536221, -114.0598538 50.9536151, -114.059853 50.953608, -114.0598524 50.953601, -114.0598521 50.9535939, -114.059852 50.9535832, -114.0598519 50.9535724, -114.0598519 50.9535617, -114.0598518 50.953551, -114.0598517 50.9535403, -114.0598518 50.9534284, -114.059852 50.9533105, -114.0598516 50.9531709, -114.0598516 50.9531487, -114.0598513 50.9530909, -114.0598515 50.9530359, -114.0598514 50.9530309, -114.0598513 50.953026, -114.0598512 50.953021, -114.0598511 50.9530161, -114.059851 50.9530111, -114.0598506 50.9530075, -114.0598494 50.953004, -114.0598478 50.9530005, -114.0598457 50.9529971, -114.0598433 50.9529936, -114.0598406 50.9529901, -114.0598377 50.9529868, -114.0598345 50.9529836, -114.0598311 50.9529805, -114.0598274 50.9529774, -114.0598218 50.952973))",444022bf-5a4a-427b-afcc-d754043c5c45
SCH855,NA,Parallel,Active,St William School,Collector,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0599717 50.9540132, -114.0599984 50.9539813, -114.0600057 50.9539738, -114.0600132 50.9539663, -114.0600207 50.9539588, -114.0600282 50.9539513, -114.0600357 50.9539438, -114.0600414 50.9539383, -114.0600471 50.9539327, -114.0600528 50.9539272, -114.0600585 50.9539216, -114.0600642 50.9539161, -114.0600684 50.9539118, -114.0600722 50.9539074, -114.0600757 50.9539029, -114.0600789 50.9538982, -114.060082 50.9538935, -114.060084 50.9538897, -114.0600855 50.9538859, -114.0600865 50.9538821, -114.0600872 50.9538782, -114.0600876 50.9538744, -114.0600877 50.9538706, -114.0600876 50.9538669, -114.0600873 50.9538631, -114.0600867 50.9538594, -114.0600859 50.9538556, -114.0600847 50.953851, -114.0600832 50.9538464, -114.0600816 50.9538419, -114.0600805 50.9538392))",8cb38a7f-1411-4b7c-8848-7d0fbeb9317c
SCH866,NA,Parallel,Active,Emily Follenbee School,Residential Street,N,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0962186 51.0089328, -114.0962187 51.0089177, -114.0962189 51.0088596, -114.096217 51.0088448, -114.0962114 51.0088303, -114.0962022 51.0088166, -114.0961895 51.008804, -114.0961739 51.0087929))",bcffa039-4ba0-45e7-9a9a-34578bc9f17e
SCH89,NA,Parallel,Active,Mountain View Academy,Residential Street,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9854539 51.0884772, -113.9854535 51.088445, -113.9854529 51.088347, -113.9854529 51.0882415, -113.9854519 51.0880482))",836e1786-7ee1-4b3d-8cf1-dd7038eac2ad
SCH892,NA,Parallel,Active,Huntington Hills School,Residential Street,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.0784708 51.1131135, -114.0784717 51.1131051, -114.0784718 51.1130848, -114.0784719 51.1130772, -114.0784717 51.1130676, -114.0784695 51.1130562, -114.0784653 51.1130428, -114.0784586 51.113027, -114.0784494 51.1130077, -114.0784403 51.1129909, -114.078431 51.1129739, -114.0784254 51.1129621, -114.0784192 51.1129452, -114.0784181 51.1129269, -114.0784217 51.1129103, -114.0784288 51.1128949, -114.0784395 51.1128808, -114.0784539 51.1128673, -114.0784718 51.1128558, -114.0784907 51.1128462, -114.0785108 51.1128392, -114.0785297 51.1128344, -114.0785503 51.1128314, -114.0785726 51.11283, -114.0785921 51.11283, -114.078617 51.1128331, -114.078645 51.1128393, -114.0786822 51.1128488, -114.0787193 51.1128581, -114.0787485 51.1128659, -114.0787748 51.1128717))",6e881cc0-8bee-4b18-8aa1-aae81b4e318f
SCH897,NA,Parallel,Active,Renfrew Educational Services,Residential Street,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,,"MULTILINESTRING ((-114.0088334 51.0706478, -114.0088699 51.0706314, -114.008893 51.0706178, -114.0089141 51.0706018, -114.0089248 51.0705916, -114.008933 51.0705837, -114.0089447 51.0705698))",cd9fa22b-c77f-457b-8179-dd357eaf46c9
SCH898,NA,Parallel,Active,Renfrew Educational Services,Residential Street,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-114.0089739 51.0701356, -114.0089731 51.0699554))",288ecf80-46bc-4328-a7f2-e936148a7c64
SCH90,NA,Parallel,Active,Mountain View Academy,Residential Street,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9854503 51.0851405, -113.9854501 51.0850876, -113.9854506 51.08502, -113.9854502 51.0849132, -113.9854505 51.0847892, -113.98545 51.0846532, -113.98545 51.0845104, -113.9854502 51.084378, -113.9854497 51.0842381, -113.9854492 51.0841204, -113.9854501 51.083997, -113.9854509 51.0839048, -113.9854504 51.0838648, -113.9854456 51.0838357, -113.985429 51.0838022))",7c9b7310-8268-4016-ad3d-bcbb9cd63d45
SCH91,NA,Parallel,Active,Mountain View Academy,Residential Street,N,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9854005 51.0865197, -113.9854156 51.0864995, -113.9854264 51.086479, -113.9854322 51.0864637, -113.985436 51.0864472, -113.9854404 51.0864111, -113.9854461 51.0863504, -113.9854497 51.0862942, -113.9854549 51.0862095, -113.985454 51.0860067, -113.9854511 51.0857679, -113.9854512 51.0855335, -113.9854506 51.0852969, -113.9854506 51.085279))",4e4cc8f4-9a03-4765-acc4-9440f0e131e4
SCH932,NA,Parallel,Active,Ecole Terre des Jeunes,Collector,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1507585 51.0860712, -114.1507946 51.0859969, -114.1508459 51.0858953, -114.1508823 51.0858219))",c26e22f6-a41d-4551-a83b-69d326491ce4
SCH936,NA,Parallel,Active,Christine Meikle School,Residential Street,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,,"MULTILINESTRING ((-114.1603183 51.0847335, -114.1603186 51.0844932))",b6ae2510-089e-481e-80f1-d394c8f21c3e
SCH943,NA,Parallel,Active,William Aberhart High School,Residential Street,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1163926 51.0784291, -114.1163919 51.0781166))",6b19af0f-d4fd-4502-8509-67c499735d5b
SCH953,NA,Parallel,Active,Glenbrook School,Lanes (Alleys),N,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,,"MULTILINESTRING ((-114.155984 51.0246383, -114.1561978 51.0239685, -114.1567828 51.02325))",6b4b6c33-af13-4a8c-8f74-dc76ac0d1c07
SCH969,NA,Parallel,Active,Ron Southern School,Collector,N,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0866874 50.8802359, -114.0866866 50.8798238))",9628448b-457e-4824-8784-3a10094bb2e7
SCH986,NA,Parallel,Active,Third Academy,Residential Street,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0494732 50.9845439, -114.0494754 50.98455, -114.0494769 50.9845563, -114.0494776 50.9845626, -114.0494781 50.9845723, -114.0494786 50.9845821, -114.0494789 50.9845919, -114.0494791 50.9846016, -114.0494792 50.9846114, -114.0494791 50.9846385, -114.049479 50.9846655, -114.0494789 50.984674, -114.0494789 50.9846926, -114.0494787 50.9847197, -114.0494786 50.9847467, -114.0494786 50.9847477, -114.0494786 50.9847486, -114.0494786 50.9847495, -114.0494786 50.9847504, -114.0494786 50.9847514, -114.0494785 50.9847673, -114.0494783 50.9847832, -114.049478 50.9847991, -114.0494778 50.984815, -114.0494777 50.9848309, -114.049478 50.9848515, -114.0494788 50.9848721, -114.0494801 50.9848927, -114.0494816 50.9849133, -114.0494832 50.9849339, -114.0494848 50.9849536, -114.0494865 50.9849733, -114.0494885 50.984993, -114.0494908 50.9850127, -114.0494933 50.9850324, -114.049496 50.9850511, -114.0494991 50.9850698, -114.0495018 50.985085, -114.0495074 50.9851147, -114.0495148 50.9851519, -114.0495259 50.9852036, -114.0495313 50.9852227, -114.0495389 50.985249, -114.0495467 50.9852752, -114.0495524 50.9852936, -114.0495661 50.9853377, -114.0495727 50.9853589, -114.0495859 50.985401, -114.0496016 50.9854507, -114.0496174 50.9855004, -114.0496335 50.9855501, -114.049647 50.9855906, -114.0496607 50.9856312, -114.0496745 50.9856717, -114.0496883 50.9857122, -114.0496988 50.9857435, -114.0497196 50.9858079, -114.049728 50.9858355, -114.0497363 50.9858632, -114.0497444 50.9858909, -114.0497516 50.9859168, -114.0497583 50.9859427, -114.0497643 50.9859687, -114.0497698 50.9859948, -114.0497748 50.9860209, -114.0497784 50.9860415, -114.0497817 50.9860621, -114.0497847 50.9860828, -114.0497874 50.9861034, -114.0497899 50.9861241, -114.0497925 50.9861471, -114.049795 50.9861701, -114.0497973 50.9861931, -114.0497994 50.9862161, -114.0498011 50.9862391, -114.0498023 50.9862566, -114.0498033 50.9862741, -114.0498042 50.9862916, -114.0498049 50.9863091, -114.0498052 50.9863266, -114.0498063 50.9863309, -114.0498071 50.9863542, -114.0498079 50.9863775, -114.0498085 50.9864007, -114.049809 50.986424, -114.0498094 50.9864468, -114.0498097 50.9864695, -114.0498099 50.9864923, -114.0498099 50.986515, -114.0498099 50.9865378, -114.0498096 50.9865582, -114.0498092 50.9865785))",8b2360e4-1ac0-46bd-ab3f-d0d02a26d177
SCH986,NA,Parallel,Active,Third Academy,Residential Street,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0498084 50.9867142, -114.0498066 50.9874414))",0e9d0359-df31-432b-bd31-0488cf18d2e7
SCHl1044,NA,Parallel,Active,Bowcroft School,Residential Street,N,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,0001-2359 MON-SUN,FR,NW,"MULTILINESTRING ((-114.1934337 51.0886628, -114.1934354 51.0885908))",b30553ea-7d3c-4203-b7ca-7925aa814f34
SCH357,NA,Parallel,Active,Glenmore Christian Academy,Residential Street,N,"0700-0830 MON-FRI,1530-1800 MON-FRI","0700-0830 MON-FRI,1530-1800 MON-FRI",,NONE,"0700-0830 MON-FRI,1530-1800 MON-FRI",FR,SW,"MULTILINESTRING ((-114.1169605 50.9059575, -114.116962 50.9054715, -114.1169756 50.9052442))",2721528f-b691-42d2-9e8d-a7bfbac53323
SCH662,JJ,Parallel,Active,Balmoral School,Residential Street,N,"0700-0900 MON-FRI,1400-1600 MON-FRI",,"0700-0900 MON-FRI,1400-1600 MON-FRI",NONE,"0700-0900,1400-1600 SCHOOL DAYS",FR,NW,"MULTILINESTRING ((-114.0673777 51.0686902, -114.0673811 51.0686757, -114.0673811 51.0685384, -114.0673807 51.0683068, -114.0673785 51.0680405, -114.0673785 51.0680229))",a47159f1-0d83-4c77-ad7e-f59047b48d0a
SCH663,NA,Parallel,Active,Balmoral School,Residential Street,N,"0700-0900 MON-FRI,1400-1600 MON-FRI","0700-0900 MON-FRI,1400-1600 MON-FRI",,NONE,"0700-0900,1400-1600 SCHOOL DAYS",FR,NW,"MULTILINESTRING ((-114.0673785 51.0680229, -114.0673785 51.0679897, -114.0673786 51.0677836))",a31f85b0-30d9-43ee-97b7-fca94c15ce58
SCH759,NA,Parallel,Active,Balmoral School,Residential Street,N,"0700-0900 MON-FRI,1400-1600 MON-FRI","0700-0900 MON-FRI,1400-1600 MON-FRI",,NONE,"0700-0900,1400-1600 SCHOOL DAYS",FR,NW,"MULTILINESTRING ((-114.0673786 51.0677836, -114.0673786 51.0677173, -114.0673788 51.067682, -114.0673789 51.0676746))",e4ead769-7478-4c46-826f-4bb1c4bf9d5c
SCH489,NA,Parallel,Active,Renert School,Residential Street,N,"0700-0900 MON-FRI,1530-1630 MON-FRI","0700-0900 MON-FRI,1530-1630 MON-FRI",,NONE,"0700-0900 SCHOOL DAYS,1500-1630 SCHOOL DAYS",FR,NW,"MULTILINESTRING ((-114.2040909 51.1518801, -114.2040761 51.1517798, -114.2040565 51.1516797, -114.2040322 51.1515801, -114.2040033 51.151481, -114.2039923 51.1514473))",5f79be0c-7d81-4ba9-afe1-114f5bca7b23
SCH1130,SCH1130,Parallel,Active,Divine Mercy Catholic Elementary School,Collector,N,0700-1600 MON-SUN,,0700-1600 MON-SUN,NONE,0700-1600 MON-SUN,FR,SE,"MULTILINESTRING ((-113.9252163 50.9015663, -113.9252162 50.901159, -113.9252162 50.9011306, -113.9252162 50.90083))",22caae70-aff9-4c48-b505-13c73ee77ec6
SCH1,WGT,Parallel,Active,Vincent Massey School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.1598913 51.0441904, -114.1598913 51.0441677, -114.1598926 51.0439985, -114.1598926 51.0439812, -114.1598923 51.0438441, -114.1598926 51.0437455, -114.1598929 51.0437326))",2226b784-c804-4f2d-88c0-589c6ce95c70
SCH10,RCK,Parallel,Active,St Michael School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.1525721 51.0445029, -114.1525712 51.0442801))",94195482-df37-4da5-a306-7eee9660cb16
SCH1005,NA,Parallel,Active,Langevin School,Residential Street,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-114.0482767 51.0530211, -114.0482768 51.0526897))",aae067bc-28c2-4cd4-807b-5d2696798c5b
SCH1012,BEW,Parallel,Active,Elboya Elementary School,Residential Street,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.0788269 51.0112126, -114.0788262 51.0111697, -114.0788261 51.0111217, -114.0788264 51.0110727, -114.0788265 51.0109732, -114.078826 51.0108334, -114.0788265 51.0106869, -114.0788251 51.0105387, -114.0788251 51.0104889))",7f08a6c2-dbff-49d6-9d47-174ebf0dac83
SCH1073,WGT,Parallel,Active,Vincent Massey School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.159891 51.0449471, -114.1598913 51.0448693, -114.159892 51.0447644))",a4de84f1-b54c-4105-b0d2-6324b5121086
SCH1087,NA,Parallel,Active,Dr Oakley School,Collector,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.1090639 51.0187563, -114.1090638 51.0187299, -114.1090637 51.018681, -114.1090642 51.0185429, -114.1090634 51.018392, -114.1090639 51.0183858, -114.1090654 51.0183796, -114.1090918 51.0183017, -114.1090933 51.0182958, -114.1090938 51.0182899, -114.109094 51.0182757, -114.1090945 51.0181732))",ec143a03-25aa-45fc-8bf1-3d2b3c1daff0
SCH1102,NA,Parallel,Active,MAC Islamic School,Residential Street,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-114.0336207 51.0519472, -114.0336223 51.0516915))",ca22e080-e901-4f4c-a32a-4fded654489c
SCH1103,NA,Parallel,Active,MAC Islamic School,Residential Street,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-114.0336216 51.051343, -114.0336237 51.051218, -114.0336225 51.0511453))",6d515e68-57c1-48d5-854b-3b15b47634da
SCH12,RCK,Parallel,Active,Rosscarrock,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.1454036 51.0413511, -114.1454031 51.0412792, -114.145403 51.0411751, -114.1454024 51.0410649, -114.1454029 51.0409239, -114.1454033 51.0408166, -114.1454036 51.0407161, -114.1454034 51.0406084))",f0f9573e-1b0f-4ed2-980e-a50a90388fc7
SCH123,FHT,Parallel,Active,Keeler School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-113.9650269 51.0498339, -113.9650364 51.049823, -113.9650643 51.0497908, -113.9650941 51.0497574, -113.9651215 51.0497268, -113.9651542 51.0496866, -113.9651937 51.0496424, -113.9652368 51.0495932, -113.9652718 51.0495513, -113.9653104 51.0495074, -113.9653271 51.0494867))",4b4302e5-bb10-4a2a-87c8-92fa93d2f4a8
SCH127,FHT,Parallel,Active,Keeler School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-113.9656207 51.0473995, -113.9656194 51.0470729, -113.9656191 51.0470338, -113.9656175 51.0470212, -113.9656099 51.0470038))",6c2cab84-c891-43e0-8821-5291e953cc70
SCH139,NA,Parallel,Active,Royal Oak School,Residential Street,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.2231123 51.1454146, -114.2230534 51.1453669, -114.2229353 51.1452669, -114.2228218 51.1451649, -114.2227127 51.1450609, -114.2226399 51.1449894))",6a8697b9-b7c3-4b5f-97bf-ce6e4a4e1ab7
SCH14,F,Parallel,Active,Capitol Hill School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.1045115 51.0721782, -114.1045105 51.0719374))",23c6306e-aa34-4de7-924d-f48c8a2eaf88
SCH193,NA,Parallel,Active,West Dalhousie School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.1699718 51.1115752, -114.1699943 51.1115498, -114.1700022 51.1115409, -114.1700147 51.1115232, -114.1700286 51.1115067, -114.17004 51.1114908, -114.1700533 51.1114732, -114.170066 51.1114535, -114.170077 51.111434, -114.1700868 51.1114146, -114.170097 51.1113945, -114.1701053 51.1113755, -114.1701143 51.1113566, -114.1701187 51.1113375, -114.1701257 51.1113198, -114.1701309 51.1112994, -114.1701354 51.1112813, -114.1701395 51.1112641, -114.170142 51.1112437, -114.1701451 51.1112261, -114.1701483 51.1112126, -114.1701477 51.1112026, -114.1701622 51.1111006, -114.1701706 51.1110384, -114.1701741 51.1110132, -114.1701741 51.1110132, -114.1701741 51.1110131, -114.1701741 51.111013, -114.1701741 51.111013))",db0e8a89-59ed-4367-b554-094cac14c562
SCH208,NA,Parallel,Active,Captain John Palliser School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.1371778 51.09634, -114.1371801 51.0961801, -114.1371798 51.0961717, -114.1371791 51.0961671))",163582fa-caa0-4b27-9547-dec7a5c5fe0a
SCH229,NA,Parallel,Active,New Brighton School,Collector,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-113.954544 50.9197242, -113.9545319 50.919652, -113.9544804 50.9192828, -113.9544676 50.9191765, -113.9544587 50.91907, -113.9544537 50.9189634, -113.9544533 50.9189468))",a92d2d6c-fd98-43df-877d-f619425ae59d
SCH239,NA,Parallel,Active,Jennie Elliott School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.1279476 50.9964174, -114.1279528 50.996409, -114.1279575 50.9964033, -114.1279626 50.9963946, -114.1279648 50.9963866, -114.1279663 50.9963786, -114.1279674 50.9963717, -114.1279679 50.9963617, -114.1279677 50.9963512, -114.1279677 50.996348, -114.1279677 50.9963478, -114.1279659 50.9956853))",38d29991-b68f-4445-9728-8fd9b4933e59
SCH249,N,Parallel,Active,Southwest Elementary Campus,Residential Street,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.0832426 50.9588684, -114.0832436 50.9580753))",7727d5ed-7e0a-473a-a52a-b013d49f50ba
SCH3,WGT,Parallel,Active,Vincent Massey School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.159892 51.0447644, -114.1598922 51.0447292, -114.1598924 51.044515, -114.1598915 51.0443731))",eb5c4571-a22d-440b-9cd3-95b19a4a6e1f
SCH306,H,Parallel,Active,Westmount Mid/High School,Lanes (Alleys),N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,,"MULTILINESTRING ((-114.1317863 51.0713344, -114.1317776 51.0712153))",64bdc8f8-7948-4f97-95d8-1527fdd6231a
SCH310,H,Parallel,Active,Westmount Mid/High School,Lanes (Alleys),N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,,"MULTILINESTRING ((-114.1317059 51.0708069, -114.1316912 51.0707267))",4dc71986-b7b0-4fca-a6c3-1de8d21865b3
SCH312,H,Parallel,Active,Westmount Mid/High School,Lanes (Alleys),N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,,"MULTILINESTRING ((-114.1316788 51.0706572, -114.1316556 51.0704871))",52a9a728-f9d5-46ee-b8c2-692ca99fe750
SCH314,H,Parallel,Active,Westmount Mid/High School,Lanes (Alleys),N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,,"MULTILINESTRING ((-114.1316403 51.0704128, -114.1316211 51.0703208, -114.1315969 51.0702905))",2f006c34-0176-46b9-aa2e-ed6eb9f46eef
