DESCRIPTION,PARKING_ZONE,STALL_TYPE,STATUS,ADDRESS_DESC,CTP_CLASS,DOT,ENFORCEABLE_TIME,NO_PARKING,NO_STOPPING,PARKING_RESTRICTION,TIME_RESTRICTION,CAMERA,OCTANT,line,GLOBALID
SCH317,H,Parallel,Active,University School,Lanes (Alleys),N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,,"MULTILINESTRING ((-114.1337354 51.0694316, -114.1335031 51.0690917))",19340338-3b49-4192-a6f2-a2df2babf7c2
SCH320,NA,Parallel,Active,St. Clare,Residential Street,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,,"MULTILINESTRING ((-114.0442316 51.16423, -114.0442147 51.1642073, -114.0442057 51.1641908, -114.0442027 51.1641729, -114.0442071 51.1641422, -114.0442272 51.1641114, -114.044257 51.1640871, -114.0443003 51.1640697, -114.0443426 51.1640611, -114.044385 51.1640595))",3192fbf7-55f2-4370-9bb5-0a6f98e4bd1c
SCH333,SDC,Parallel,Active,Sundance School,Collector,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-114.0479344 50.9008992, -114.0479192 50.900853, -114.0479152 50.9008414, -114.0479111 50.9008295, -114.0479071 50.9008176, -114.047903 50.9008057, -114.0478989 50.9007938, -114.0478947 50.9007819, -114.04789 50.9007694, -114.0478851 50.9007569, -114.04788 50.9007445, -114.0478746 50.9007321, -114.047869 50.9007198, -114.0478634 50.9007075, -114.0478578 50.9006953, -114.047852 50.9006831, -114.0478462 50.9006709, -114.0478404 50.9006587, -114.0478348 50.900647, -114.0478291 50.9006353, -114.0478234 50.9006236, -114.0478176 50.900612, -114.0478117 50.9006003, -114.0478061 50.9005894, -114.0478004 50.9005784, -114.0477944 50.9005676, -114.0477883 50.9005567, -114.0477819 50.900546, -114.0477818 50.9005457, -114.0477816 50.9005455, -114.0477815 50.9005452, -114.0477813 50.900545, -114.0477812 50.9005447, -114.0477808 50.9005441, -114.0477803 50.9005434, -114.0477799 50.9005427, -114.0477795 50.900542, -114.0477791 50.9005414, -114.0477742 50.9005333, -114.0477693 50.9005252, -114.0477644 50.9005172, -114.0477594 50.9005091, -114.0477545 50.9005011, -114.0477495 50.9004929, -114.0477445 50.9004847, -114.0477394 50.9004766, -114.0477344 50.9004684, -114.0477294 50.9004602, -114.0476763 50.9003844, -114.0476148 50.9003034, -114.0475485 50.9002264, -114.0474879 50.9001609))",2572cdb7-30f1-4724-b035-adbdfd67946d
SCH335,SDC,Parallel,Active,Sundance School,Collector,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-114.0472489 50.8999442, -114.047107 50.8998375, -114.0469518 50.8997258, -114.0468385 50.8996514, -114.0467822 50.8996149))",04fd2b2a-90ed-4114-b0f8-2d470cc6ba51
SCH388,WHI,Parallel,Active,Chief Justice Milvain School,Collector,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-113.9728166 51.0842895, -113.9728271 51.0842615, -113.9728356 51.0842391, -113.9728626 51.0841708, -113.9728793 51.0841281, -113.9728858 51.0841109, -113.9729131 51.0840379, -113.9729392 51.0839694, -113.9729693 51.083895, -113.9729847 51.083856, -113.9729985 51.083821, -113.9730116 51.0837847))",0b5ef85c-787f-4318-a8b5-358cb4437d85
SCH398,V,Parallel,Active,Stanley Jones School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-114.0482612 51.0599507, -114.0482611 51.0600335, -114.0482604 51.0607045, -114.0482603 51.0607405, -114.0482597 51.0613008))",a9493f02-7b06-450b-aaf8-b197a5c1ce7e
SCH401,V,Parallel,Active,Stanley Jones School,Residential Street,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-114.0482615 51.0597188, -114.0482613 51.0598924))",db7e4a45-ba5b-4ded-a659-3eb1e13e0396
SCH416,NA,Parallel,Active,Colonel Irvine School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.0801241 51.0931961, -114.0801754 51.0931845, -114.0801871 51.093179, -114.0802003 51.0931712, -114.0802132 51.0931619, -114.0802257 51.0931507, -114.0802363 51.0931413, -114.0802469 51.093132, -114.080255 51.093123, -114.0802629 51.093116, -114.0802679 51.0931075, -114.0802707 51.0931, -114.0802742 51.0930912, -114.0802773 51.0930803, -114.0802811 51.0930619, -114.0802854 51.0930448, -114.0802894 51.0930361, -114.0802914 51.0930292, -114.0802938 51.0930245, -114.0802982 51.0930194, -114.0803038 51.093014, -114.0803078 51.0930104, -114.0804981 51.0928531, -114.0807947 51.0926062, -114.0808804 51.0925348, -114.0808905 51.0925263, -114.0808978 51.0925218, -114.0809042 51.0925195, -114.0809128 51.0925164, -114.0809311 51.0925111, -114.0809661 51.0925005, -114.0809929 51.0924927, -114.081016 51.0924863, -114.0810315 51.0924787, -114.0810565 51.0924625, -114.0810961 51.0924262, -114.0811382 51.0923917, -114.0813418 51.0922253, -114.0814036 51.0921736))",c1ef91d8-d9a9-4eef-8549-e336894a53a0
SCH430,SDC,Parallel,Active,Father James Whelihan,Collector,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-114.0472596 50.9054165, -114.0472611 50.9053825, -114.0472615 50.9053753, -114.047262 50.9053682, -114.0472625 50.9053611, -114.047263 50.9053536, -114.0472636 50.9053461, -114.0472642 50.9053386, -114.0472649 50.9053311, -114.0472657 50.9053236, -114.0472667 50.9053152, -114.047268 50.9053069, -114.0472693 50.9052985, -114.0472708 50.9052901, -114.0472722 50.9052818, -114.0472735 50.9052741, -114.0472749 50.9052665, -114.0472763 50.9052588, -114.0472778 50.9052512, -114.0472793 50.9052435, -114.047281 50.9052358, -114.0472827 50.9052281, -114.0472846 50.9052205, -114.0472865 50.9052128, -114.0472886 50.9052051, -114.0472923 50.9051921, -114.0472961 50.905179, -114.0473 50.905166, -114.0473039 50.905153, -114.0473079 50.90514, -114.0473102 50.905132, -114.0473126 50.9051241, -114.047315 50.9051162, -114.0473176 50.9051082, -114.0473203 50.9051004, -114.0473238 50.9050912, -114.0473277 50.9050821, -114.0473317 50.905073, -114.0473359 50.905064, -114.0473401 50.9050549, -114.0473425 50.9050497, -114.047345 50.9050444, -114.0473474 50.9050392, -114.0473499 50.9050339, -114.0473524 50.9050287, -114.0473556 50.9050222, -114.0473589 50.9050158, -114.0473622 50.9050094, -114.0473654 50.905003, -114.0473686 50.9049966, -114.0473719 50.9049899, -114.0473752 50.9049832, -114.0473784 50.9049765, -114.0473816 50.9049698, -114.0473849 50.9049631, -114.047388 50.9049569, -114.0473913 50.9049508, -114.0473947 50.9049446, -114.0473983 50.9049385, -114.0474021 50.9049325, -114.0474061 50.9049265, -114.0474102 50.9049204, -114.0474142 50.9049144, -114.0474183 50.9049084, -114.0474223 50.9049023, -114.0474262 50.9048963, -114.0474302 50.9048904, -114.0474341 50.9048844, -114.0474381 50.9048784, -114.0474421 50.9048725, -114.0474462 50.9048665, -114.0474505 50.9048606, -114.0474549 50.9048547, -114.0474594 50.9048488, -114.0474638 50.9048429, -114.0474678 50.9048375, -114.0474719 50.9048321, -114.0474759 50.9048267, -114.0475097 50.9047844, -114.0475276 50.9047631, -114.0475515 50.9047349, -114.0475731 50.9047123))",65e76779-b638-4477-9e4a-ccd30f2d15c3
SCH434,NA,Parallel,Active,St Jerome School,Collector,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.0789795 51.1567341, -114.0789663 51.1567168, -114.0789508 51.1566964, -114.0789325 51.1566711, -114.0789124 51.1566422, -114.0788944 51.1566131, -114.0788806 51.1565903, -114.0788632 51.1565606, -114.0788446 51.1565288, -114.0788308 51.1565021, -114.078814 51.1564687, -114.0788025 51.1564418, -114.0787906 51.1564168, -114.0787814 51.1563954, -114.0787721 51.1563707, -114.0787644 51.1563497, -114.0787578 51.1563287, -114.0787505 51.1563064, -114.0787479 51.1562983, -114.0787411 51.1562744, -114.0787355 51.1562535, -114.0787318 51.1562349, -114.0787259 51.1562152, -114.078718 51.1561771))",763e1544-2dac-4383-a67a-75c498818f90
SCH441,NA,Parallel,Active,Samuel W. Shaw School,Residential Street,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.0884237 50.9081992, -114.0884185 50.9081935, -114.0884134 50.9081878, -114.0884084 50.9081821, -114.088404 50.9081771, -114.0883997 50.908172, -114.0883954 50.908167, -114.0883911 50.908162, -114.0883868 50.9081569, -114.0883776 50.9081462, -114.0883684 50.9081354, -114.0883593 50.9081246, -114.0883503 50.9081138, -114.0883414 50.908103, -114.0883325 50.9080919, -114.0883236 50.9080807, -114.0883147 50.9080695, -114.0883059 50.9080584, -114.088297 50.9080472, -114.0882905 50.9080392, -114.088284 50.9080311, -114.0882775 50.9080231, -114.0882711 50.908015, -114.0882647 50.908007, -114.0882573 50.9079969, -114.0882504 50.9079867, -114.0882437 50.9079765, -114.088237 50.9079662, -114.0882302 50.907956, -114.088223 50.9079458, -114.0882158 50.9079356, -114.0882086 50.9079254, -114.0882014 50.9079152, -114.0881943 50.907905, -114.0881863 50.9078933, -114.0881783 50.9078816, -114.0881706 50.9078699, -114.0881631 50.9078581, -114.088156 50.9078462, -114.0881524 50.90784, -114.0881489 50.9078338, -114.0881455 50.9078275, -114.088142 50.9078213, -114.0881385 50.9078151, -114.0881331 50.9078058, -114.0881277 50.9077966, -114.0881224 50.9077873, -114.088117 50.907778, -114.0881116 50.9077687, -114.0881052 50.9077574, -114.0880988 50.9077461, -114.0880926 50.9077347, -114.0880865 50.9077233, -114.0880806 50.9077119, -114.0880747 50.9077002, -114.088069 50.9076884, -114.0880633 50.9076766, -114.0880577 50.9076648, -114.0880521 50.907653, -114.0880468 50.907642, -114.0880416 50.9076311, -114.0880364 50.9076201, -114.0880312 50.907609, -114.0880263 50.907598, -114.0880218 50.9075875, -114.0880176 50.907577, -114.0880162 50.9075733))",2534ed7d-815c-402b-bb86-8350c470e1d0
SCH449,NA,Parallel,Active,North Haven School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.0871879 51.0976357, -114.0871991 51.0975667, -114.0872054 51.0975248, -114.0872104 51.0974168, -114.0872096 51.0973931, -114.0871964 51.0973031, -114.0871739 51.0972137, -114.0871422 51.0971255, -114.0871243 51.0970769))",0d76054c-fd00-4151-86b5-87fa04dd49db
SCH453,NA,Parallel,Active,Somerset School,Residential Street,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.0856161 50.8978207, -114.0856828 50.8973323))",019fbeaf-79e2-45a8-ac21-628a116ec51a
SCH457,NA,Parallel,Active,Our Lady of the Evergreens Catholic School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.1232096 50.9152084, -114.1232967 50.9147182))",d59483dd-a159-4ef9-b6cc-b85270d1a4ae
SCH461,NA,Parallel,Active,Marshall Springs School,Residential Street,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1131247 50.911541, -114.1131102 50.91122))",bb7a23b4-b0d9-4094-be23-03894411295f
SCH546,FF,Parallel,Active,Robert Warren School,Collector,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.0856655 50.9431137, -114.0856655 50.9430583, -114.0856654 50.9430366, -114.0856654 50.943015, -114.0856653 50.9429933, -114.0856653 50.9429717, -114.0856652 50.9429654, -114.0856649 50.9429592, -114.0856645 50.9429529, -114.0856641 50.9429466, -114.0856635 50.9429404, -114.0856622 50.9429269, -114.0856608 50.9429135, -114.0856595 50.9429, -114.0856581 50.9428866, -114.0856568 50.9428731, -114.0856543 50.9428461, -114.0856518 50.9428191, -114.0856494 50.942792, -114.0856469 50.942765, -114.0856443 50.942738, -114.0856413 50.9427094, -114.0856381 50.9426808, -114.0856346 50.9426523, -114.0856309 50.9426238, -114.085627 50.9425952, -114.0856219 50.9425585, -114.0856166 50.9425219, -114.0856113 50.9424852, -114.0856061 50.9424485, -114.085601 50.9424118, -114.0855961 50.9423755, -114.0855912 50.9423392, -114.0855864 50.9423029, -114.0855815 50.9422666, -114.0855766 50.9422303, -114.0855722 50.9421984, -114.0855678 50.9421666, -114.0855634 50.9421347, -114.0855589 50.9421028, -114.0855544 50.942071, -114.0855499 50.9420394, -114.0855453 50.9420077))",d73bf600-ed89-4aa2-b6e5-3a5e2e8e1edc
SCH557,NA,Parallel,Active,St. Jude School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.1341426 50.9429188, -114.1338018 50.942545))",03f87abc-f41e-4bd2-93ec-c08f90fbc492
SCH558,NA,Parallel,Active,Foundation for the Future Charter Academy Mcknight,Residential Street,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-114.0610156 51.095876, -114.0610172 51.095797, -114.0610177 51.0956982, -114.0610177 51.0955835, -114.0610177 51.0955043, -114.0610176 51.0954659, -114.0610177 51.095296, -114.0610178 51.0951757, -114.0610178 51.0950794, -114.0610187 51.0949435, -114.0610186 51.0947521, -114.0610189 51.0946166, -114.0610193 51.0944583))",0d0ec364-47f3-4ab6-8492-6308e7b48e42
SCH573,NA,Parallel,Active,St. Hubert Elementary School,Collector,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-114.0628424 51.1186903, -114.0629112 51.1185718, -114.0629788 51.1184557, -114.0630467 51.1183374))",09e3bd13-6129-4a07-8ae6-4712428799c4
SCH574,NA,Parallel,Active,Thorncliffe School,Residential Street,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.0678586 51.1022682, -114.0675308 51.1016196, -114.0674043 51.1013703, -114.0673151 51.1011917, -114.0672903 51.1011438))",3c4a6a9b-b570-4870-a291-19902d0666fc
SCH590,NA,Parallel,Active,St Bonaventure School,Collector,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-114.0480798 50.9323708, -114.0480876 50.9323588, -114.0480924 50.9323459, -114.0480941 50.9323327, -114.0480945 50.9321069))",116fd9db-5d6a-4c55-8663-594d84342f39
SCH591,NA,Parallel,Active,St Bonaventure School,Collector,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-114.048095 50.9317774, -114.048095 50.9317566, -114.0480955 50.9314152, -114.0480956 50.9314018, -114.0480956 50.9313908, -114.0480957 50.9313821, -114.0480958 50.9313733, -114.0480959 50.9313646, -114.0480961 50.9313558, -114.0480962 50.9313471, -114.0480964 50.9313391, -114.0480967 50.9313311, -114.0480971 50.9313231))",8c1b911f-098f-4234-ab29-bf4c736cff2c
SCH599,NA,Parallel,Active,Nickle School,Collector,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-114.0623767 50.9413243, -114.0623869 50.9413126, -114.0623874 50.941312, -114.0623915 50.9413067, -114.0623956 50.9413015, -114.0623997 50.9412962, -114.0624038 50.941291, -114.062413 50.9412742, -114.0624414 50.9412264))",cec9f75b-9d83-4da9-ae9c-7530d2117d9b
SCH600,NA,Parallel,Active,Nickle School,Collector,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-114.0628602 50.9405318, -114.0628841 50.9404919, -114.0629254 50.9404226, -114.0630556 50.9402056, -114.0631817 50.9400031))",408b13cd-df9b-4459-8513-2c25d2c34f9f
SCH607,NA,Parallel,Active,St Boniface Elementary School,Collector,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-114.0430843 50.9432135, -114.0431178 50.9431768, -114.0431639 50.9431301, -114.0431957 50.9430983, -114.0432512 50.9430433, -114.0432919 50.9430068, -114.0433461 50.9429581, -114.043408 50.9429014, -114.0434787 50.942841))",84c91acf-bb25-4a74-bdfb-7f8f81409b1c
SCH616,Z,Parallel,Active,Queen Elizabeth School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.10235 51.0575323, -114.1023611 51.0575023, -114.1023598 51.0574576, -114.10236 51.0574063, -114.1023604 51.0573617, -114.1023604 51.057316, -114.1023599 51.0572659, -114.102359 51.0571803, -114.1023596 51.0571221, -114.1023605 51.0569982, -114.1023591 51.0569398, -114.1023586 51.0568979, -114.102359 51.0568467, -114.1023597 51.056799, -114.1023594 51.0567462, -114.1023591 51.056706, -114.1023581 51.0566459, -114.1023585 51.0565973, -114.1023589 51.0565486, -114.1023588 51.0564899, -114.1023592 51.0564376, -114.1023587 51.0563816, -114.1023583 51.0563203, -114.1023584 51.0562375, -114.1023578 51.056142, -114.1023573 51.056056))",69823385-1750-4eef-8091-f2aab0db8963
SCH62,J,Parallel,Active,Rideau Park School,Lanes (Alleys),N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,,"MULTILINESTRING ((-114.0759268 51.0252178, -114.0760174 51.024977))",702c63a8-5eb9-4aac-bab3-9ef0f284f152
SCH622,NA,Parallel,Active,Colonel Sanders School,Residential Street,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.076115 51.0990755, -114.076095 51.099054, -114.0760603 51.0990192, -114.0760322 51.0989915, -114.0760286 51.098988, -114.0758116 51.0987745, -114.0755987 51.0985643, -114.075342 51.0983112, -114.0751955 51.0981669, -114.0750604 51.0980343, -114.0750422 51.0980154, -114.0750326 51.0980062, -114.0750199 51.0979934, -114.0749949 51.0979804))",fb412d66-0ea1-4221-843d-ca07d67beb56
SCH639,NA,Parallel,Active,James Fowler School,Collector,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.0715105 51.0869525, -114.0715044 51.0865419))",463d3180-d86a-48e9-ac67-3051f8df6e16
SCH641,NA,Parallel,Active,Cambrian Heights School,Collector,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.0880097 51.0866372, -114.0880267 51.0866201, -114.0880438 51.086606, -114.0887144 51.0860506, -114.0889564 51.0858505))",b843fcf2-2f0d-4ef2-9da7-e48358e622ad
SCH656,V,Parallel,Active,Colonel Macleod School,Collector,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-114.0482501 51.0654332, -114.0482505 51.0653944, -114.0482497 51.0652294, -114.0482506 51.0650896, -114.0482513 51.0649069, -114.0482515 51.0648577, -114.0482516 51.0648298))",8cdac1ee-f232-4d93-81ef-9aa7c5fe1f27
SCH659,V,Parallel,Active,Colonel Macleod School,Collector,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-114.0482487 51.0662956, -114.0482488 51.0662777, -114.0482496 51.0660944, -114.0482487 51.0660113, -114.0482485 51.0659914))",b051338f-6ce3-46cc-b42c-61a9f9a49458
SCH666,V,Parallel,Active,Mount View School,Residential Street,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-114.052421 51.0696134, -114.0524209 51.0695968, -114.0524209 51.0694509, -114.0524212 51.0692843, -114.0524211 51.0692429))",ba2648e5-d5db-475c-bf68-d07abae741ff
SCH690,NA,Parallel,Active,Dr Oakley School,Collector,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.109091 51.0195452, -114.10909 51.0195365, -114.1090843 51.0194864, -114.1090772 51.019418, -114.1090712 51.0193586, -114.1090675 51.0193165, -114.1090669 51.0193103, -114.109065 51.0192888, -114.109063 51.0192467, -114.1090624 51.0191528, -114.1090625 51.0191231, -114.1090626 51.0191109, -114.1090632 51.0189794, -114.1090635 51.0189307, -114.1090641 51.0188088, -114.1090639 51.0187563))",0fc5d38a-d056-488c-8c21-d4b3813e41de
SCH7,RCK,Parallel,Active,St Michael School,Residential Street,N,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.1525981 51.0449092, -114.1525997 51.0448937, -114.1525981 51.0448824, -114.1525936 51.0448715, -114.1525862 51.0448611, -114.1525807 51.044854, -114.1525763 51.0448457, -114.1525736 51.0448371, -114.1525727 51.0448284, -114.1525726 51.0447632))",bef244a8-a057-4e12-bb2d-b12a8b7f6a59
SCH703,NA,Parallel,Active,William Reid School,Collector,N,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.0907382 51.0232159, -114.0907417 51.0232132, -114.0907452 51.0232105, -114.0907485 51.0232077, -114.0907516 51.0232048, -114.0907547 51.0232019, -114.0907572 51.0231994, -114.0907595 51.0231968, -114.0907616 51.0231942, -114.0907634 51.0231914, -114.0907649 51.0231886, -114.0907662 51.0231855, -114.0907673 51.0231823, -114.0907683 51.0231792, -114.0907691 51.023176, -114.0907697 51.0231728, -114.0907704 51.0231695, -114.090771 51.0231662, -114.0907716 51.0231628, -114.090772 51.0231595, -114.0907724 51.0231562, -114.0907726 51.0231523, -114.0907727 51.0231483, -114.0907727 51.0231444, -114.0907725 51.0231404, -114.0907722 51.0231365, -114.0907723 51.0231323, -114.0907724 51.0231282, -114.0907724 51.0231241, -114.0907724 51.0231199, -114.0907725 51.0231158, -114.0907729 51.0230684, -114.0907732 51.0230209, -114.0907735 51.0229735, -114.0907737 51.0229261, -114.0907737 51.0228787, -114.0907734 51.0228583, -114.0907731 51.0228381, -114.090773 51.0228218, -114.0907729 51.0228095, -114.090773 51.0228032, -114.090773 51.0227942, -114.0907735 51.0227592, -114.0907736 51.0227441, -114.0907736 51.02273, -114.0907735 51.0227105, -114.0907734 51.0226856, -114.0907735 51.0226731, -114.0907738 51.0226453, -114.0907738 51.0226336, -114.0907738 51.0225689, -114.0907737 51.0225231, -114.0907738 51.0225077, -114.0907741 51.0224794, -114.0907749 51.0224016, -114.090775 51.0223742, -114.0907747 51.0222987, -114.0907746 51.0222587, -114.0907747 51.0222456, -114.090775 51.0221893, -114.090775 51.0221654, -114.0907749 51.0221373, -114.0907748 51.0221215, -114.0907746 51.0220542, -114.0907744 51.0219733, -114.0907744 51.0219686, -114.0907746 51.021963, -114.0907754 51.0219431, -114.0907757 51.021935, -114.0907759 51.0219159, -114.090776 51.0218981, -114.090776 51.0218578, -114.0907761 51.0218335, -114.090776 51.0218117, -114.0907759 51.0217846, -114.0907759 51.0217834, -114.090775 51.0217758, -114.0907724 51.0217683, -114.0907682 51.0217611, -114.0907614 51.0217527, -114.0907534 51.0217446))",599152f6-90de-4e4a-a76a-04da6cf1d8c3
